Procedure_Description,CPT_Code,Cash_Price,Gross_Price
IMP LORDOTIC 7DEG XL 10MM,C1889,"$13,575.01 ","$21,493.76 "
IMP LORDOTIC 12DEG XL 10,C1889,"$13,575.01 ","$21,493.76 "
ANCH ACTIVE N300,C1889,"$1,089.60 ","$1,725.20 "
CAP END X-CORE 2 TI 16MM,C1889,"$3,960.00 ","$6,270.00 "
CLIP RESOLUTION 360 11CMX235CM,C1889,"$1,560.01 ","$2,470.01 "
COIL SYS INTERLOCK 14MMX50CM,C1889,"$2,509.20 ","$3,972.90 "
COIL NYL HELIX 3MMX4CM,C1889,"$2,205.01 ","$3,491.26 "
SPACER CANC 7DEG 14X14X8MM,C1889,"$2,700.00 ","$4,275.00 "
SPACER CANC LORDOSIS 14X14X7MM,C1889,"$2,700.00 ","$4,275.00 "
SYS PLG VAS MCR MVP 7-9MM,C1889,"$6,210.01 ","$9,832.51 "
SYS PLG VAS MCR MVP 5-7MM,C1889,"$6,210.01 ","$9,832.51 "
COIL NYLON HELIX 5MMX20CM,C1889,"$2,205.01 ","$3,491.26 "
COIL NYLON HELIX 2MMX6CM,C1889,"$2,205.01 ","$3,491.26 "
COIL NYLON HELIX 4MMX8CM,C1889,"$2,205.01 ","$3,491.26 "
COIL NYLON HELIX 5MMX15CM,C1889,"$2,205.01 ","$3,491.26 "
COIL HELIX FIBERED 16MMX40CM,C1889,"$2,205.01 ","$3,491.26 "
COIL HELIX FIBERED 18MMX40CM,C1889,"$2,205.01 ","$3,491.26 "
COIL HELIX FIBERED 20MMX50CM,C1889,"$2,205.01 ","$3,491.26 "
IMP BASE 15DEG 6X34X24MM,C1889,"$13,575.01 ","$21,493.76 "
CAGE BASE TI 10DEG 8X38X28MM,C1889,"$13,575.01 ","$21,493.76 "
IMP CAGE-B CERV DTRAX 5MM,C1889,"$6,210.01 ","$9,832.51 "
DVC VARILIFT LX 11X24MM,C1889,"$7,500.00 ","$11,875.00 "
TUBG INSRTN W/ MCR TARGETING,C1889,$919.68 ,"$1,456.16 "
CAGE BASE TI 20DEG 8X42X30MM,C1889,"$13,575.01 ","$21,493.76 "
CAGE-L CERV 8X12X15MM,C1889,"$6,210.01 ","$9,832.51 "
CAGE BASE TI 15DEG 8X38X28MM,C1889,"$13,575.01 ","$21,493.76 "
DVC VARILIFT LX TLIF 10X28MM,C1889,"$13,575.01 ","$21,493.76 "
DVC VARILIFT LX PLIF 11X28MM,C1889,"$7,500.00 ","$11,875.00 "
VLV CTG SYS 9MM HUD,C1889,"$10,350.00 ","$16,387.50 "
DVC VARILIFT LX TLIF 12X24MM,C1889,"$13,575.01 ","$21,493.76 "
SCREW SET ENDCAP UNIV,C1889,"$1,425.60 ","$2,257.20 "
IMP BASE TI 15DEG 10X38X28MM,C1889,"$13,575.01 ","$21,493.76 "
STENT GRAFT LEG 14.5X10CM,C1889,"$12,714.00 ","$20,130.50 "
CAGE-L CERV 6X12X15MM,C1889,"$6,210.01 ","$9,832.51 "
COIL IMP SUPERSOFT 1MMX2CM,C1889,"$5,490.00 ","$8,692.50 "
COIL IMP SUPERSOFT 1MMX3CM,C1889,"$5,490.00 ","$8,692.50 "
KIT BURR HOLE COVER SPARES,C1889,"$1,575.00 ","$2,493.75 "
KIT BURR HOLE CVR,C1889,"$2,100.00 ","$3,325.00 "
CABLE TRIAL MULTI-LEAD,C1889,"$1,680.00 ","$2,660.00 "
IMP ENDCAP PRLL TOP 19X16MM,C1889,"$4,071.60 ","$6,446.70 "
IMP ENDCAP PRLL BOT 19X16MM,C1889,"$4,071.60 ","$6,446.70 "
CAGE XCORE MINI 22-34MM 14MM,C1889,"$13,221.00 ","$20,933.25 "
KIT CONFIDENCE CEMENT SPINAL,C1889,"$4,291.20 ","$6,794.40 "
SPACER 8X22X50MM 10DEG,C1889,"$13,575.01 ","$21,493.76 "
ELECT STP CORT PLATINUM 1X4,C1889,"$3,571.20 ","$5,654.40 "
ELECT GRID 8X8 64-CONTACT,C1889,"$5,605.20 ","$8,874.90 "
SHUNT FP-STRATA UNITZ REG 11CM,C1889,"$13,575.01 ","$21,493.76 "
CAP END X-CORE 2 TI 18MM 0DEG,C1889,"$3,960.00 ","$6,270.00 "
CAP END X-CORE 2 TI  4DEG 16MM,C1889,"$3,960.00 ","$6,270.00 "
SUT ETHILON 8-0 TG1758 12IN,Z7610,$74.22 ,$117.52 
SUT PLN 6-10 TG1408 18IN,Z7610,$123.00 ,$194.75 
SUT MERSILENE 4-0 S4 DA 18IN,Z7610,$81.30 ,$128.73 
SUT CHR 6-0 S14 DA 18IN,Z7610,$113.34 ,$179.46 
SUT CHR 5-0 S1 DA 18IN,Z7610,$98.16 ,$155.42 
SUT ETHILON 10-0 TG160 12 IN,Z7610,$97.20 ,$153.90 
SUT PLN 6-0 G-6 18IN,Z7610,$117.48 ,$186.01 
SUT ETHILON 9-0 TG160 12IN,Z7610,$94.86 ,$150.20 
SUT PLN 6-0 G1 18IN,Z7610,$90.54 ,$143.36 
SUT PRO 10-0 CIF4 8IN,Z7610,$133.80 ,$211.85 
SUT CHR 6-0 G1 18IN,Z7610,$90.54 ,$143.36 
SUT CHR 4-0 G3 18IN,Z7610,$89.58 ,$141.84 
SUT CHR 4-0 G2 18IN,Z7610,$88.62 ,$140.32 
SUT PRO 7-0 BV-1 18IN,Z7610,$105.18 ,$166.54 
SUT PRO 7-0 CC 24IN,Z7610,$116.40 ,$184.30 
SUT PRO 6-0 BV-1 30IN,Z7610,$104.16 ,$164.92 
SUT PRO 6-0 CC 24IN,Z7610,$115.08 ,$182.21 
SUT NUROLON 4-0 TF 8 18 POPOFF,Z7610,$88.02 ,$139.37 
SUT SIL 4-0 RB1 8-18IN,Z7610,$65.46 ,$103.65 
SUT VIC 0 18 ENDOLOOP,Z7610,$869.14 ,"$1,376.13 "
SUT ENDOLOOP PDS II,Z7610,$847.87 ,"$1,342.46 "
SUT VIC 7-0 TG140-8 18 VLT DA,Z7610,$78.48 ,$124.26 
SUT VIC 8-0 TG140-8 8IN VLT DA,Z7610,$82.86 ,$131.20 
SUT VIC 6-0 S-14 18IN VLT DA,Z7610,$82.32 ,$130.34 
SUT VIC 5-0 S-14 18IN VLT DA,Z7610,$81.72 ,$129.39 
SUT VIC 0 MO-4  8X18IN VLT CR,Z7610,$86.76 ,$137.37 
SUT VIC 4-0 RB-1 8X18IN CR,Z7610,$76.74 ,$121.51 
SUT VIC 0 CT-1 8X27IN CR,Z7610,$67.98 ,$107.64 
SUT S 2 LS1 B AND S 24IN,Z7610,$82.44 ,$130.53 
SUT ETB 5 V37 4 30IN,Z7610,$90.84 ,$143.83 
SUT MERSILENE CTX DA 5MMX12IN,Z7610,$176.64 ,$279.68 
SUT PLN 3-0 12 18IN,Z7610,$87.18 ,$138.04 
SUT PDS 6-0 BV DA 30IN,Z7610,$104.16 ,$164.92 
SUT PDS II 3-0 SH 8 18IN,Z7610,$113.40 ,$179.55 
DRSG SURGICEL 4X8 STRL,Z7610,$450.01 ,$712.51 
CATH PRES 6FR 110CM,Z7610,$348.00 ,$551.00 
CATH PRES 5FR 110CM,Z7610,$450.01 ,$712.51 
CATH PRES 7FR 110CM,Z7610,$348.00 ,$551.00 
BLE DERMATOME RPR STRL,Z7610,$314.58 ,$498.09 
CARRIER SKIN GRAFT 1.5 TO 1,Z7610,$214.20 ,$339.15 
CATH SET CRICOTHYROTOMY 6MM,Z7610,$840.00 ,"$1,330.00 "
BUR HALL OVAL CBD -5.5X10,Z7610,$67.62 ,$107.07 
EVCTR BLADDER UROVAC DISP,Z7610,$248.28 ,$393.11 
BIT DRILL 2.5X110 QC,Z7610,$366.42 ,$580.17 
CATH TAUT OP CHOL 7FR 18IN,Z7610,$210.00 ,$332.50 
CATH COUDE FOLEY 14FR 5CC,Z7610,$60.30 ,$95.48 
CAN VENOUS RT ANGD 24FR 3/8IN,Z7610,$168.00 ,$266.00 
CAN VENOUS RT ANGD 28FR 3/8IN,Z7610,$168.00 ,$266.00 
ADPTR OXIMETRIX ROTG,Z7610,$108.00 ,$171.00 
DRSG GLASSCOCK EAR ADLT,Z7610,$105.60 ,$167.20 
KIT CAN DISP SHLD 7CM 5.5MM,Z7610,$89.88 ,$142.31 
INST COIL PUSHER 16 177CM,Z7610,$690.10 ,"$1,092.65 "
PERFORATOR DISP,Z7610,"$1,104.00 ","$1,748.00 "
SUT VIC 10-0 CS140-6 4IN VLT,Z7610,$80.04 ,$126.73 
PERFORATOR CRANIAL DISP,Z7610,"$1,030.18 ","$1,631.11 "
KIT OB MITYVAC M STYLE W/ CUP,Z7610,$209.64 ,$331.93 
CATH TRCR STRL 8FR,Z7610,$82.80 ,$131.10 
CATH THOR TRCR 10FR STRL,Z7610,$121.26 ,$192.00 
CATH THOR TRCR 12FR STRL,Z7610,$122.64 ,$194.18 
CATH THOR TRCR 16FR STRL,Z7610,$79.02 ,$125.12 
CATH THOR TRCR 28FR STRL,Z7610,$122.64 ,$194.18 
STIMLTR NERVE LOCATOR,Z7610,$294.66 ,$466.55 
RETAINER VISCERA FISH MED,Z7610,$157.80 ,$249.85 
NEB MINI HRT W/ 15MM OUTLET,Z7610,$100.32 ,$158.84 
ADPTR CATH TI 2-PC,Z7610,"$1,128.67 ","$1,787.06 "
RESER OMYA 1.5CM CONVERT CSF,Z7610,"$1,710.91 ","$2,708.94 "
SHUNT CAROTID ID 3.0X4MM,Z7610,"$1,953.63 ","$3,093.25 "
KNIFE URETHROTOME COLD STR,Z7610,$766.08 ,"$1,212.96 "
LENS MORGAN MEDI-FLOW,Z7610,$192.96 ,$305.52 
BLE DERMATOME PADGETT,Z7610,$449.34 ,$711.46 
PIN K-WIRE PLN .062,Z7610,$113.88 ,$180.31 
SPLNT NASAL REUTER 0.5MM,Z7610,$193.32 ,$306.09 
CATH NASAL EPISTATE,Z7610,$416.40 ,$659.30 
LOOP CUTNG ANGD MONOPOLAR 24FR,Z7610,$712.66 ,"$1,128.37 "
ELECT BALL COAG MPLR 24FRX3MM,Z7610,$543.98 ,$861.31 
BLE TREPHINE VAC 7.5ML,Z7610,$444.00 ,$703.00 
SYR PRE FILLED BIOGLUE 5ML,Z7610,"$2,448.00 ","$3,876.00 "
SLV STRL,Z7610,$85.80 ,$135.85 
WRENCH KIT,Z7610,$258.00 ,$408.50 
WRENCH TORQUE,Z7610,$96.00 ,$152.00 
TUBG INFILTRATION KLEIN,Z7610,$74.40 ,$117.80 
CATH CNCL 22FR 5CC,Z7610,$70.56 ,$111.72 
SUT PRO 9-0 TG140-8,Z7610,$104.94 ,$166.16 
CARR DERMA II 3 TO 1 STRL,Z7610,$215.10 ,$340.58 
ADPTR ROTR BORSH TUHOY,Z7610,$137.70 ,$218.03 
TUBING 3/8 3/32 STERILE,Z7610,$192.00 ,$304.00 
SUT CAPIO MONODEK 0 T-26 48IN,Z7610,$259.32 ,$410.59 
RETRACT IRIS DISP EY,Z7610,$26.40 ,$41.80 
MANIPUJECTOR KRONNER,Z7610,$356.82 ,$564.97 
BUR OVAL 8-BLE 4.0MM,Z7610,$76.44 ,$121.03 
BARRIER SEPRAFILM ADH 5X6,Z7610,"$1,531.68 ","$2,425.16 "
BAG DRNG 600ML,Z7610,$78.00 ,$123.50 
SOL PERFLUORON EY 5ML,Z7610,"$1,951.53 ","$3,089.92 "
BLE RSCH MACINTH NBR 3,Z7610,$133.92 ,$212.04 
HANDPC ABC BEND-A-BEAM 3IN,Z7610,$890.74 ,"$1,410.33 "
TUBE MINNESOTA FOUR LMN,Z7610,"$2,171.82 ","$3,438.72 "
HFOV BELLOWS WATERTRAPS,Z7610,$450.01 ,$712.51 
ASSY SUC ASPRT,Z7610,$206.64 ,$327.18 
CAN VENOUS STR 24FR,Z7610,$144.00 ,$228.00 
DVC CAPIO SUT CAPTURE OPEN,Z7610,"$2,205.01 ","$3,491.26 "
CAN VENOUS ANGD 28FR,Z7610,$158.40 ,$250.80 
PIN K WURE 1.25MM DIAX150MM,Z7610,$136.86 ,$216.70 
PIN K WURE 2.0MM DIAX150MM,Z7610,$136.86 ,$216.70 
CATH COBRA 1 5F 65C .035,Z7610,$72.00 ,$114.00 
CATH BERENSTEIN 5FR 65CM,Z7610,$72.00 ,$114.00 
SPNG SINUS PAK KENNEDY 12MM,Z7610,$107.58 ,$170.34 
CUTR AGGSIVE PLUS 4.0MM,Z7610,$334.80 ,$530.10 
RETRACT IRIS,Z7610,$450.01 ,$712.51 
SUT VIC 7-0 TG140-8 DBL ARM,Z7610,$79.32 ,$125.59 
SUT ETB 0 CR MO-6 8-18IN,Z7610,$77.88 ,$123.31 
SUT VIC 6-0 S-14 12IN VLT DA,Z7610,$81.78 ,$129.49 
SUT VIC 5-0 S-14 18IN DBL ARM,Z7610,$81.12 ,$128.44 
MATTRESS INF PORT A WARM DISP,Z7610,$99.42 ,$157.42 
SPLINT NASAL THERMOPLAST MED,Z7610,$74.94 ,$118.66 
MANIPULATOR UTER TIP BLU,Z7610,$304.68 ,$482.41 
TUBG INSUFLOW FTR HEATER,Z7610,$420.00 ,$665.00 
MANIPULATOR UTER WHT TIP,Z7610,$304.68 ,$482.41 
MANIPULATOR UTER TIP GRN,Z7610,$304.68 ,$482.41 
SET INTRD SIDE ARM FLEXOR,Z7610,$619.20 ,$980.40 
PWD SURGIFOAM GELATIN 1GM,Z7610,$431.22 ,$682.77 
TUBE CNCTG W/DRN BAG CONN 30CM,Z7610,$74.28 ,$117.61 
CAN CONTOUR ERCP TAP,Z7610,$450.01 ,$712.51 
CBL EP CATH RED,Z7610,$422.34 ,$668.71 
PIN CASPAR DISTRACTION 14MM,Z7610,$222.00 ,$351.50 
KIT TRANSTIBIAL W/O SAW BLE,Z7610,$696.00 ,"$1,102.00 "
TRAY PNEUMOTHORAX 8FR W/ TURKE,Z7610,$449.88 ,$712.31 
CAN CONTOUR ERCP 5-4-3 TIP,Z7610,$450.01 ,$712.51 
NDL PNEUMO INSUFFLATION 150MM,Z7610,$60.00 ,$95.00 
CATH TANDEM XLTPL LMN,Z7610,$469.06 ,$742.67 
ELECT DISPOSA LOOP 20X15,Z7610,$90.00 ,$142.50 
ELECT DISPOSA BL 5MM,Z7610,$90.00 ,$142.50 
SUT PRO M8702 7-0 BV-1,Z7610,$416.34 ,$659.21 
SUT ETB 0 MO-7 18IN,Z7610,$77.88 ,$123.31 
SUT VIC 9-0 BV100-3 5IN,Z7610,$102.54 ,$162.36 
CATH GOLD PROBE 7FR,Z7610,"$1,499.33 ","$2,373.94 "
CATH ERCP FLURO TIP TAP,Z7610,$420.00 ,$665.00 
SUT PRO 7-0 BV-1 24IN,Z7610,$107.76 ,$170.62 
SUT VIC 6-0 S-28 18IN VLT DA,Z7610,$81.60 ,$129.20 
SUT WIRE NBR 6 4-18IN,Z7610,$92.52 ,$146.49 
SUT VIC 6-0 S-29 12IN VLT DA,Z7610,$82.74 ,$131.01 
SUT MER 5MMX30CM RS21,Z7610,$186.42 ,$295.17 
SUT VIC 8-0 BV130-5 5IN VLT,Z7610,$93.66 ,$148.30 
SUT ETHILON 9-0 BV100-4 5IN,Z7610,$131.28 ,$207.86 
DRILL BIT 310.31 3.2 ASIF,Z7610,$360.78 ,$571.24 
SET TRSF X-SHRT TWIST CLMP,Z7610,$438.66 ,$694.55 
NDL SCLEROTHERAPY,Z7610,$183.00 ,$289.75 
RTRVR SUT HEWSON,Z7610,$326.52 ,$516.99 
NDL PNEUMO INSUFFLATION 120MM,Z7610,$60.00 ,$95.00 
CATHETER EPIDRL CONT ADPTR,Z7610,$120.36 ,$190.57 
KNIFE GRAFT ACL DBL BLE 10MM,Z7610,$798.24 ,"$1,263.88 "
CAN RETROPLEGIA 14FR,Z7610,$604.85 ,$957.68 
TRAY UROLOGIST,Z7610,"$1,457.86 ","$2,308.27 "
TAMPON NASAL DOYLE 8.0CM CAN,Z7610,$96.00 ,$152.00 
DRN CHEST PLEUR EVAC LTX-F,Z7610,$157.38 ,$249.19 
LIGATOR 7 SPEEDBAND SUPERVIEW,Z7610,"$1,560.01 ","$2,470.01 "
CATH GOLD PROBE 10FR,Z7610,"$1,499.33 ","$2,373.94 "
HMSTT SURGICEL FBRLR STRL 4X4,Z7610,$779.42 ,"$1,234.09 "
BLE TRICUT SINUS STR 4MM,Z7610,$734.54 ,"$1,163.03 "
BLE TRICUT SINUS STR 3.5MM,Z7610,$717.46 ,"$1,135.97 "
PROBE NIM STIMLTR PRASS,Z7610,$476.78 ,$754.91 
ELECT NIM PARIED SUBDERMAL 2CH,Z7610,$450.01 ,$712.51 
CIRC PT,Z7610,$72.78 ,$115.24 
DRSG SURGICEL FBRLR 2X4,Z7610,$623.52 ,$987.24 
PUNCH ARTC 5.0MM,Z7610,$132.30 ,$209.48 
TRAY EPDRL,Z7610,$147.18 ,$233.04 
SUT PRO 5-0 C1 D-A 4X36,Z7610,$347.28 ,$549.86 
SUT PRO 7-0 BV1 D-A 4X18,Z7610,$406.02 ,$642.87 
PROBE GOLD 7FR BIPOLAR,Z7610,"$1,894.96 ","$3,000.35 "
AEROCHAMBER PEDI W/ MED MASK,Z7610,$70.50 ,$111.63 
MASK AEROCHAMBER ADLT LG,Z7610,$73.50 ,$116.38 
SUT PRO 7-0 BV1 8703,Z7610,$107.76 ,$170.62 
PNCL BOVIE W/ SMOKE EVAC ATT,Z7610,$73.56 ,$116.47 
CAN SHLD 8.25X7CM,Z7610,$150.00 ,$237.50 
SUT GOR CV-2 TH-26 DA 36,Z7610,$171.48 ,$271.51 
CATH WORD BARTHOLIN GLAND 10FR,Z7610,$145.50 ,$230.38 
SUT VIC 0 CT-1 8X18IN CR,Z7610,$66.30 ,$104.98 
CBL PACEMAKER DISP,Z7610,$427.20 ,$676.40 
TUBE JENU FDING 8FR,Z7610,$504.00 ,$798.00 
CATH BAL INTRA ARTC 8FR 40CC,Z7610,"$3,549.85 ","$5,620.60 "
PROBE ARGON 5MM LAP HAND SW,Z7610,"$1,338.48 ","$2,119.26 "
SUT NUROLON 0 CT-2 CR 8-18IN,Z7610,$62.46 ,$98.90 
SYS MIXING CEMENT ADVANCE,Z7610,$450.01 ,$712.51 
NDL MCR SURG STR 4CM,Z7610,$273.60 ,$433.20 
SOFTJAW INSRT SET 33MM DBL,Z7610,$80.64 ,$127.68 
KNIFE NDL MCR NDL XL,Z7610,"$1,095.98 ","$1,735.31 "
ELECT DISPOSA LOOP 12X15,Z7610,$90.00 ,$142.50 
ELECT DISPOSA LOOP 10X10,Z7610,$90.00 ,$142.50 
PROBE DOPPLER NEURO STRL,Z7610,"$1,132.80 ","$1,793.60 "
CATH LUMBAR W/ THOUHY NDL,Z7610,$842.40 ,"$1,333.80 "
SET CAP W/ DIAPHRAGM,Z7610,$194.34 ,$307.71 
TUBG MANIFOLD FOR 36KHZ HANDPC,Z7610,"$2,205.01 ","$3,491.26 "
TIP MCR CRVD FOR 36KHZ HANDPC,Z7610,"$3,812.40 ","$6,036.30 "
TIP STD CRVD FOR 36KHZ HANDPC,Z7610,"$3,362.40 ","$5,323.80 "
NDL STIMUPLEX 21GA W/EXT SET,Z7610,$55.50 ,$87.88 
BLE SPHINCTEROTOME 30MM,Z7610,"$1,113.60 ","$1,763.20 "
CUFF TOURIQUET 24,Z7610,$90.06 ,$142.60 
VLV CTRL BLEEDBACK CO-PILOT,Z7610,$144.00 ,$228.00 
ELECT LOOP WIDE,Z7610,$90.00 ,$142.50 
NDL MAGNUM 18GAX20CM,Z7610,$87.84 ,$139.08 
BUR CROSS CUT FISSURE 1.6MM,Z7610,$551.42 ,$873.09 
BUR CROSS CUT FISSURE 2.1MM,Z7610,$551.14 ,$872.63 
BUR DRILL WIRE PASS 1.3MM,Z7610,$556.90 ,$881.75 
NDL YUEH CENTESIS 5FR 7CM,Z7610,$114.72 ,$181.64 
CAN SHLD CRYSTAL 5.75CM,Z7610,$150.00 ,$237.50 
CLIPS LAPRA TY SM 2.0,Z7610,"$1,560.01 ","$2,470.01 "
CTG FOR  ACRYSOF LENS,Z7610,$120.00 ,$190.00 
CATH HOOK 1 SV 4FR 65CM,Z7610,$72.00 ,$114.00 
ACCESSORY KT CTRL VLV COPILOT,Z7610,$240.00 ,$380.00 
CATH FOLEY SIL 6FR 1.5CC,Z7610,$159.18 ,$252.04 
TOURNIQUET 18IN SNGL PORT AND,Z7610,$110.58 ,$175.09 
TOURNIQUET 24IN SNGL PORT AND,Z7610,$131.22 ,$207.77 
CATH SWAN GANZ VIP 7.5FRX100,Z7610,$348.00 ,$551.00 
BLE RAD40 SINUS CRVD 4.0MM,Z7610,$749.52 ,"$1,186.74 "
CATH HH3 SOFT-VU 5FR 100CM,Z7610,$67.62 ,$107.07 
RELOAD LNR CUTR WHT 45MM,Z7610,"$2,205.01 ","$3,491.26 "
SET ACCESS TRANSJUGULAR LIVER,Z7610,"$1,919.06 ","$3,038.52 "
CAN CRVD SHARP 22GA 54MM 5MM,Z7610,$111.00 ,$175.75 
SUT ETB 2-0 RB-1,Z7610,$208.44 ,$330.03 
BIT DRILL CANN 2.7 QK CPL 160,Z7610,"$1,603.56 ","$2,538.97 "
CAN SIL RCSP 15FR,Z7610,$432.00 ,$684.00 
CLIP FOG SOFT JAW 6MM,Z7610,$67.50 ,$106.88 
SUT PRO 6-0 BVBV 30IN,Z7610,$104.16 ,$164.92 
BLE SHRT TAP. RECIP 22.5,Z7610,$450.01 ,$712.51 
SUT ETHILON 10-0 CS-160-6,Z7610,$80.28 ,$127.11 
PROBE ENDO INJ 10FR GOLD,Z7610,"$1,894.96 ","$3,000.35 "
SNSR BIS QUATRO 4 LDWR UPGRD,Z7610,$91.20 ,$144.40 
CATH KUMPE 5FR 40CM,Z7610,$104.28 ,$165.11 
CATH SWAN GANZ COMBO 8FR,Z7610,$913.39 ,"$1,446.20 "
DVC LEAD LOKG NO 1,Z7610,"$2,205.01 ","$3,491.26 "
CATH RIM 65CM 5FR,Z7610,$108.00 ,$171.00 
PUNCH HANCOCK ARTC 4MM STD,Z7610,$96.00 ,$152.00 
CAN FEM-FLEX II FEM.ARTERY,Z7610,"$1,300.08 ","$2,058.46 "
CATH FOLEY CNCL 2-WAY 5CC 18FR,Z7610,$92.64 ,$146.68 
CAN FEM-FLEX II FEM ART 18,Z7610,"$1,300.08 ","$2,058.46 "
BLE ALCON CRESENT OASIS,Z7610,$71.52 ,$113.24 
CASSETTE MAX VAC 30-DEGREE,Z7610,$438.00 ,$693.50 
TUBG ARTHRO ASSY TO PUMP,Z7610,$347.70 ,$550.53 
NDL BIOP CORE 16GA 11CM,Z7610,$242.76 ,$384.37 
NDL BIOP CORE 18GA 11CM,Z7610,$242.76 ,$384.37 
KIT ART LN 18GAX6IN,Z7610,$118.62 ,$187.82 
TRCR SLV 10/12MM,Z7610,$126.00 ,$199.50 
HANDSET DISP ARGON PLUS,Z7610,$310.50 ,$491.63 
KIT FEMORAL PREP,Z7610,$982.08 ,"$1,554.96 "
DLTR VESSEL 24FR .038 20CM,Z7610,$80.22 ,$127.02 
CUTR ENDO LNAR RELOAD,Z7610,"$2,205.01 ","$3,491.26 "
SUT PRO 5-0 CV-1 24IN,Z7610,$348.66 ,$552.05 
SUT PDS 1 CTX 8-18IN,Z7610,$113.58 ,$179.84 
SUT NUROLON 4-0 8-18IN RB-1,Z7610,$79.98 ,$126.64 
SUT 6-0 PRO C-1 4-24IN,Z7610,$367.98 ,$582.64 
SUT PRO 7-0 BV 175-8,Z7610,$473.42 ,$749.59 
SUT ETHILON 10-0 CS160-6,Z7610,$117.48 ,$186.01 
SUT MERSILENE 5-0 S-14 WHT,Z7610,$80.28 ,$127.11 
SUT PRO 6-0 C-1 C 4-18IN,Z7610,$367.98 ,$582.64 
SUT ETB EXCEL 2-0 RB-1RB-1,Z7610,$284.58 ,$450.59 
SUT ETB XTRA 2-0 SHSH,Z7610,$334.68 ,$529.91 
SUT PDS II 2-0 CR/CT-1 MONO,Z7610,$112.44 ,$178.03 
SUT ETB XTRA 2-0 SH-1,Z7610,$86.82 ,$137.47 
SUT PDS II 0 CR/CTX VIL,Z7610,$100.80 ,$159.60 
SPLNT NASAL SEPTAL DOYLE II,Z7610,$163.50 ,$258.88 
FORCEP BIOP JAWZ 7.0FR,Z7610,$706.94 ,"$1,119.33 "
SUT ETHILON 9-0,Z7610,$113.04 ,$178.98 
TAPE RETRACT W/ NDL 12IN,Z7610,$97.20 ,$153.90 
SUT ETHILON 1-0 TG160-6,Z7610,$106.56 ,$168.72 
RETRACT LONE STAR,Z7610,$351.18 ,$556.04 
SYS SFTY TURKEL THORA 8FR CATH,Z7610,"$1,560.01 ","$2,470.01 "
PUNCH HANCOCK ARTC 5MM LNG,Z7610,$144.00 ,$228.00 
SUT ETB 2-0 MD 8-18IN,Z7610,$77.40 ,$122.55 
WRENCH TORQUE,Z7610,$680.78 ,"$1,077.91 "
CAN 5.75MM X7CM,Z7610,$150.00 ,$237.50 
NET ROTH FOREIGN BODY STD,Z7610,$450.01 ,$712.51 
KIT PERC ART FEM 21FR,Z7610,"$1,025.28 ","$1,623.36 "
TUBE EMG ENDOTRACH NIM-2 6.0,Z7610,"$1,299.89 ","$2,058.16 "
STPLR INT MF TI 4.8,Z7610,"$1,795.67 ","$2,843.14 "
FORCEP CUP BIOP 3FRX115CM,Z7610,"$1,448.40 ","$2,293.30 "
ELECT COAG PNT MONOPOLAR 24FR,Z7610,$450.01 ,$712.51 
SUT PDS 0 18IN CT-1,Z7610,$114.54 ,$181.36 
BLE INFERIOR TURBINATE STR 2MM,Z7610,$831.70 ,"$1,316.85 "
CIRC VENT D HEATED ADLT,Z7610,$108.00 ,$171.00 
SUT VIC 8-0 TG140-8 12 VLT DA,Z7610,$79.56 ,$125.97 
SUT VIC 3-0 CT-1 27IN VLT,Z7610,$312.00 ,$494.00 
TRAY LIVER BIOP,Z7610,$110.46 ,$174.90 
CANULA DISP IRRIG KATENA 19GA,Z7610,$14.88 ,$23.56 
KNIFE SLIT ANG 2.75,Z7610,$104.10 ,$164.83 
SUT MERSILENE 5-0 S24,Z7610,$68.40 ,$108.30 
SUT CHR 4-0 S4 18IN,Z7610,$95.28 ,$150.86 
SPNG ABSORBABLE GELATIN 100,Z7610,$148.56 ,$235.22 
DRILL BIT CANN LG 5.0X300MM,Z7610,"$1,583.44 ","$2,507.12 "
CATH BERENSTEIN 4FR 65CMX035,Z7610,$68.58 ,$108.59 
CATH FOLEY 3WX5CC SILV COAT,Z7610,$72.66 ,$115.05 
PUNCH CORNEA DONOR BARRON 8.0,Z7610,$432.00 ,$684.00 
CATH ANGIO 12X3 TEF LT BL,Z7610,$79.20 ,$125.40 
FORCEP BIO/50/2.2/7F/MCURVE,Z7610,$840.00 ,"$1,330.00 "
CATH ANGIO KMP 5FR .038X40CM,Z7610,$141.00 ,$223.25 
NDL ENDOCAVITY GUIDE EC10C5,Z7610,$219.00 ,$346.75 
BAG SILO VENTRAL DEFECT 5CM,Z7610,"$1,560.01 ","$2,470.01 "
LIGATOR MULTIBAND 6 SHOOTER,Z7610,$768.00 ,"$1,216.00 "
CAN SIL CRNRY ART OSTIAL 20FR,Z7610,$238.08 ,$376.96 
SPLNT REUTER BIVLV STNDARD,Z7610,$193.32 ,$306.09 
PNCL SMOKE EVAC ROCK SWTCH,Z7610,$73.56 ,$116.47 
TRAY CVP CATH 3 LMN 5.5FR,Z7610,$287.70 ,$455.53 
NDL BIOP TEMNO 18GX15CM,Z7610,$200.22 ,$317.02 
CATH NASAL EPISTAT II,Z7610,$412.56 ,$653.22 
CUFF TOURNIQUET 18 D PORT,Z7610,$100.86 ,$159.70 
CUFF TOURNIQUET 24 D PORT,Z7610,$92.94 ,$147.16 
EXTENDER ELECT 11CM SHAFT,Z7610,$69.00 ,$109.25 
