CPT_Code,Procedure_Description,Cash_Price,Gross_Price
HCPCS C1713,SCREW BONE COMPRESSION STAINLESS STEEL SHORT THREAD HEADLESS T8 STARDRIVE RECESS 20 X 2.4MM,982.6,982.6
HCPCS C1713,NAIL TIBIAL NAILS-FX TITANIUM CANNULATED PROXIMAL BEND STERILE GREEN 12 X 375MM,2992.119,2992.119
HCPCS C1713,SCREW BONE TITANIUM LOCKING SELF TAPPING FULL THREAD T25 STARDRIVE RECESS DARK BLUE NONSTERILE 4 X 68MM,548.2415,548.2415
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS 6 X 2.0MM,388.2375,388.2375
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS NONSTERILE 22 X 2.0MM,388.2375,388.2375
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS NONSTERILE 20 X 2.0MM,388.2375,388.2375
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS 18 X 2.0MM,388.2375,388.2375
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS NONSTERILE 16 X 2.0MM,388.2375,388.2375
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS NONSTERILE 13 X 2.0MM,388.2375,388.2375
HCPCS C1713,NAIL TIBIAL NAILS-FX TITANIUM CANNULATED PROXIMAL BEND STERILE GREEN 12 X 315MM,3111.816,3111.816
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS NONSTERILE 10 X 2.0MM,388.2375,388.2375
HCPCS C1713,SCREW BONE CANNULATED STAINLESS STEEL SELF DRILLING SELF TAPPING LONG THREAD CRUCIFORM RECESS NONSTERILE 3 X 28MM,666.5105,666.5105
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 2.0 X 40MM,90.372,90.372
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 36 X 2MM,90.372,90.372
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 32 X 2.0MM,93.9675,93.9675
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 30.0 X 2.0MM,93.9675,93.9675
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 22 X 2.0MM,93.9675,93.9675
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING CRUCIFORM RECESS NONSTERILE 18 X 2MM,93.9675,93.9675
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS 12 X 2.0MM,403.75,403.75
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 18.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 50.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 45.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 40.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 34.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 30.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 26.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING STARDRIVE RECESS NONSTERILE 26 X 2.0MM,388.2375,388.2375
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 20.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL LOCKING SELF TAPPING FULL THREAD T8 STARDRIVE RECESS 8 X 2.7MM,421.175,421.175
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 16.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 14.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 12.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T8 STARDRIVE RECESS 50.0 X 2.7MM,145.0185,145.0185
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T8 STARDRIVE RECESS 40 X 2.7MM,145.0185,145.0185
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T8 STARDRIVE RECESS 6 X 2.4MM,218.5605,218.5605
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING HEXAGONAL SOCKET FLAT HEAD STANDARD 24.0 X 3.5MM,63.58,63.58
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS NONSTERILE 13 X 2.0MM,144.041,144.041
HCPCS C1713,SCREW BONE STAINLESS STEEL CORTEX SELF TAPPING FULL THREAD T8 STARDRIVE RECESS NONSTERILE DISPOSABLE 2.4 X 40MM,227.2985,227.2985
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 3.5 X 12MM,196.6815,196.6815
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS NONSTERILE 38 X 2.0MM,149.787,149.787
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS 32.0 X 2.0MM,149.787,149.787
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS NONSTERILE 28.0 X 2.0MM,149.787,149.787
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING T6 STARDRIVE RECESS 24 X 2.0MM,144.041,144.041
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 12 X 3.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS 16 X 2.0MM,144.041,144.041
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 14 X 4.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS 12 X 2.0MM,149.787,149.787
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS NONSTERILE 8 X 2.0MM,149.787,149.787
HCPCS C1713,SCREW BONE STAINLESS STEEL CORTEX SELF TAPPING T6 STARDRIVE RECESS 6 X 2.0MM,144.041,144.041
HCPCS C1713,NAIL TIBIAL NAILS-FX TITANIUM CANNULATED PROXIMAL BEND STERILE GREEN 13 X 390MM,2992.119,2992.119
HCPCS C1713,NAIL TIBIAL NAILS-FX TITANIUM CANNULATED PROXIMAL BEND STERILE GREEN 12 X 390MM,3111.816,3111.816
HCPCS C1713,SCREW BONE STAINLESS STEEL VARIABLE ANGLE LOCKING SELF TAPPING FULL THREAD T8 STARDRIVE RECESS 12 X 2.4MM,438.5745,438.5745
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T6 STARDRIVE RECESS 20 X 2.0MM,144.041,144.041
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 28 X 4.5MM,204.5355,204.5355
HCPCS C1713,NAIL TIBIAL NAILS-FX TITANIUM CANNULATED PROXIMAL BEND STERILE GREEN 12 X 360MM,2992.119,2992.119
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL CANNULATED SELF TAPPING FULL THREAD CRUCIFORM RECESS 2.4 X 44MM,227.5875,227.5875
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 40 X 4.5MM,196.6815,196.6815
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 38 X 4.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 36 X 4.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 34 X 3.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 3.5 X 14MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 30 X 3.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD T8 STARDRIVE RECESS NONSTERILE 7 X 2.4MM,227.2985,227.2985
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 26 X 4.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 24 X 3.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 22 X 3.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 20 X 4.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 18 X 4.5MM,204.5355,204.5355
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 16 X 4.5MM,196.6815,196.6815
HCPCS C1713,SCREW BONE CORTEX STAINLESS STEEL SELF TAPPING FULL THREAD CRUCIFORM RECESS NONSTERILE 32 X 3.5MM,204.5355,204.5355
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 0.014IN 4FR 2MM 170CM,907.375,907.375
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 0.014IN 4FR 3MM 170CM,907.375,907.375
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 16RBP 0.014IN 4FR 3 X 40MM 170CM,907.375,907.375
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 0.014IN 4FR 2.5MM 170CM,907.375,907.375
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 16RBP 0.014IN 4FR 2.5 X 120MM 170CM,907.375,907.375
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 16RBP 0.014IN 4FR 2.5 X 40MM 170CM,907.375,907.375
HCPCS C1884,COIL EMBOLIZATION AZUR 18 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE 0.018IN 2MM X 4CM,1581,1581
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 0.014IN 4FR 2MM 170CM,907.375,907.375
HCPCS C1884,COIL EMBOLIZATION TARGET ULTRA TENZING STAINLESS STEEL DETACHABLE STERILE DISPOSABLE 360DEG 1.5MM X 3.0CM,5737.5,5737.5
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 16RBP 0.014IN 4FR 2 X 40MM 170CM,907.375,907.375
Custom 272447091141,NEEDLE SIDEHOLE EZ SHOT 3 PLUS ASP 19GA,1093.3125,1093.3125
Custom 272447091141,CONTROLLER DETACHMENT AZUR COIL EMBOLIZATION LED DEPLOYMENT PUSHABLE SYSTEM PUSH BUTTON CONTROL,684.7175,684.7175
HCPCS C1884,COIL EMBOLIZATION AZUR 35 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE 0.035IN 4MM X 10CM,3013.3605,3013.3605
HCPCS C1884,COIL EMBOLIZATION AZUR 18 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE 0.018IN 8MM X 10CM,2167.5,2167.5
HCPCS C1760,PLUG VASCULAR AMPLATZER 4 NITINOL MESH FLEXIBLE SELF EXPANDING DEVICE OCCLUSION CABLE EMBOLIZATION 0.038IN 8 X 13.5MM,2295,2295
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 0.014IN 4FR 2MM 170CM,907.375,907.375
HCPCS C1713,HANDLE LARYNGOSCOPE TRULITE MAC 3 STERILE DISPOSABLE,41.327,41.327
HCPCS C1769,GUIDEWIRE NEUROVASCULAR PERIPHERAL SYNCHRO2 STAINLESS STEEL HYDROPHILIC COAT STANDARD ACCESS PESHAPED RIBBON TIP .014IN X 200CM,1593.75,1593.75
HCPCS C1760,PLUG VASCULAR AMPLATZER 4 NITINOL MESH FLEXIBLE SELF EXPANDING DEVICE OCCLUSION CABLE EMBOLIZATION 0.038IN 6 X 11MM,2295,2295
HCPCS C1760,PLUG VASCULAR AMPLATZER 4 NITINOL MESH FLEXIBLE SELF EXPANDING DEVICE OCCLUSION CABLE EMBOLIZATION 0.38IN 5 X 10.5MM,2295,2295
HCPCS C1760,PLUG VASCULAR AMPLATZER 4 NITINOL MESH FLEXIBLE SELF EXPANDING DEVICE OCCLUSION CABLE EMBOLIZATION 0.038IN 4 X 10MM,2295,2295
HCPCS C1887,CATHETER GUIDING PERIPHERAL DIREXION FATHOM BERN TIP INJECTION 1RO MARKER STERILE DISPOSABLE 2.4FR 130CM,2027.25,2027.25
HCPCS C1729,CATHETER DRAINAGE BACTISEAL BARIUM SILICONE EXTRAVENTRICULAR CLEAR 1.9MM,1466.964,1466.964
HCPCS C1725,CATHETER BALLOON ADVANCE PTA PERIPHERAL LOW PROFILE 16RBP 0.014IN 4FR 3 X 200MM 170CM,907.375,907.375
HCPCS C1713,HANDLE LARYNGOSCOPE TRULITE MAC 4 STERILE DISPOSABLE,41.327,41.327
HCPCS C1884,COIL EMBOLIZATION TARGET ULTRA TENZING STAINLESS STEEL DETACHABLE STERILE DISPOSABLE 360DEG 1.5MM X 2.0CM,5737.5,5737.5
HCPCS C1876,STENT GRAFT ENDOVASCULAR FLAIR PFTE FLARED TIP STERILE DISPOSABLE 8 X 70MM,10840.05,10840.05
HCPCS C1876,GRAFT STENT ENDOVASCULAR FLAIR EPTFE VENOUS STENOSES ANASTOMOSIS SELF EXPANDED STERILE DISPOSABLE 8MM X 70MM,10840.05,10840.05
HCPCS C1750,PORT IMPLANTABLE PEROUSE POWER INJECTABLE,1020,1020
HCPCS C1726,CATHETER DILATION RIGIFLEX II ACHALASIA LATEX FREE PERIPHERAL STERILE DISPOSABLE 14FR 0.038 30MM X 10 X 90CM,2191.5975,2191.5975
HCPCS C1884,COIL EMBOLIZATION TARGET ULTRA TENZING STAINLESS STEEL DETACHABLE STERILE DISPOSABLE 360DEG 1.5MM X 4.0CM,5737.5,5737.5
HCPCS C1884,COIL EMBOLIZATION AZUR 18 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE 0.018IN 2MM X 2CM,1581,1581
HCPCS C1713,HANDLE LARYNGOSCOPE TRULITE MILLER 2 STERILE DISPOSABLE,41.327,41.327
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 6MM X 30CM,3289.5,3289.5
HCPCS C1876,STENT VASCULAR PERIPHERAL ZILVER PTX DRUG-ELUTING LATEX FREE NITINOL PACLITAXEL COATED OVER THE WIRE 0.035IN 6FR 6.0 X 80MM,4577.25,4577.25
HCPCS C1876,STENT VASCULAR PERIPHERAL ZILVER PTX DRUG-ELUTING LATEX FREE NITINOL PACLITAXEL COATED OVER THE WIRE 0.035IN 6FR 7.0 X 80MM,4577.25,4577.25
HCPCS A7521,SENSOR MOTION CHAIR SENSORMAT NONSTERILE REUSABLE 8FT,54.9355,54.9355
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 60CM X 20MM,3289.5,3289.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 50CM X 16MM,3289.5,3289.5
HCPCS C1884,COIL EMBOLIZATION AZUR 18 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE DISPOSABLE 10CM X 6MM,2167.5,2167.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 35CM X 8MM,3289.5,3289.5
HCPCS C1725,CATHETER BALLOON STERLING LATEX FREE PTA OTW STERILE 0.018IN 4FR 14RBP 2 X 60MM 150CM,642.6,642.6
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 20CM X 6MM,2524.5,2524.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 15CM X 4MM,2524.5,2524.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 6CM X 4MM,2014.5,2014.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 3MM X 15CM,2524.5,2524.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 5CM X3MM,2014.5,2014.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 4CM X 2MM,2014.5,2014.5
HCPCS C1884,COIL EMBOLIZATION PERIPHERAL RUBY LATEX FREE PLATINUM COMPLEX SOFT FILL DETACHABLE STERILE DISPOSABLE 60CM X 8MM,3289.5,3289.5
HCPCS C1725,CATHETER BALLOON STERLING LATEX FREE PTA OTW STERILE 0.018IN 4FR 14RBP 3 X 20MM 150CM,642.6,642.6
HCPCS C1887,CATHETER GUIDING 5 MAX NITINOL POLYMER COATED FLEXIBLE DISTAL SHAFT STERILE 5.0FR 115CM,4258.5,4258.5
HCPCS C1884,COIL EMBOLIZATION AZUR 35 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE 0.035IN 4MM X 5CM,2781.54,2781.54
HCPCS C1884,COIL EMBOLIZATION AZUR 18 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE DISPOSABLE 5CM X 4MM,1581,1581
HCPCS C1884,COIL EMBOLIZATION AZUR 18 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE 0.018IN 3MM X 5CM,1581,1581
HCPCS C1876,STENT VASCULAR WINGSPAN HUMANITARIAN DEVICE NITINOL HYDROPHILIC COATED SELF EXPANDING OVER THE WIRE 3.5 X 15MM,19380,19380
HCPCS C1769,GUIDEWIRE VASCULAR HI-TORQUE COMMAND ES STEERABLE STAINLESS STEEL HYDROPHILIC COATED NITINOL TIP PERIPHERAL 0.014IN X 300CM,573.75,573.75
HCPCS C1725,CATHETER ANGIOPLASTY STERLING SL OVER THE WIRE PERIPHERAL 4FR 3 X 80MM X 150CM,642.6,642.6
HCPCS C1725,CATHETER BALLOON STERLING LATEX FREE PTA OTW STERILE 0.018IN 4FR 14RBP 3 X 60MM 150CM,642.6,642.6
HCPCS C1725,CATHETER BALLOON STERLING LATEX FREE PTA OTW STERILE 0.018IN 4FR 14RBP 2 X 20MM 150CM,642.6,642.6
HCPCS C1725,CATHETER ANGIOPLASTY STERLING SL OVER THE WIRE PERIPHERAL STERILE DISPOSABLE 4FR 150CM,642.6,642.6
HCPCS C1725,CATHETER BALLOON STERLING LATEX FREE PTA OTW STERILE 0.018IN 4FR 14RBP 2.5 X 60MM 150CM,642.6,642.6
HCPCS C1725,CATHETER BALLOON STERLING LATEX FREE PTA OTW STERILE 0.018IN 4FR 14RBP 2.5 X 40MM 150CM,642.6,642.6
HCPCS C1725,CATHETER BALLOON STERLING LATEX FREE PTA OTW STERILE 0.018IN 4FR 14RBP 2.5 X 20MM 150CM,642.6,642.6
HCPCS C1725,CATHETER ANGIOPLASTY STERLING SL OVER THE WIRE PERIPHERAL 4.0FR 2.0 X 100MM X 150CM,642.6,642.6
HCPCS C1751,CATHETER INFUSION EKOSONIC MACH 4 ENDOVASCULAR STERILE DISPOSABLE 0.035IN 5.45FR 106CM,6872.25,6872.25
HCPCS C1725,CATHETER BALLOON STERLING SL OTW LOW PROFILE 0.018IN 4FR 14RBP 3 X 100MM 150CM,642.6,642.6
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 7MM X 30CM,1476.45,1476.45
HCPCS C1884,COIL EMBOLECTOMY CONCERTO PGLS HELICAL HELIX FIBERED 18MM X 40CM,1772.25,1772.25
HCPCS C1884,COIL EMBOLECTOMY CONCERTO PGLS HELICAL HELIX FIBERED 16MM X 40CM,1772.25,1772.25
HCPCS C1884,COIL EMBOLIZATION CONCERTO PGLA HELICAL FIBERED STERILE DISPOSABLE 30CM X 14MM,1476.45,1476.45
HCPCS C1884,COIL EMBOLIZATION CONCERTO PGLA HELICAL FIBERED STERILE DISPOSABLE 30CM X 12MM,1476.45,1476.45
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 30CM X 10MM,1476.45,1476.45
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 2MM X 4CM,1772.25,1772.25
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 30CM X 8MM,1476.45,1476.45
HCPCS C1887,CATHETER GUIDING MICRO PERIPHERAL PROGREAT TUNGSTEN PTFE HYDROPHILIC PLATINUM TIP 3FR 130CM,981.75,981.75
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 20CM X 6MM,1476.45,1476.45
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 20CM X 5MM,1772.25,1772.25
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 15CM X 5MM,1476.45,1476.45
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 4.0MM X 10CM,1772.25,1772.25
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 4CM X 4MM,1476.45,1476.45
HCPCS C1760,PLUG VASCULAR AMPLATZER 4 NITINOL MESH FLEXIBLE SELF EXPANDING DEVICE OCCLUSION CABLE EMBOLIZATION 0.038IN 7 X 12.5MM,3111,3111
HCPCS C1884,COIL EMBOLIZATION CONCERTO NYLON HELICAL PLATINUM DETACHABLE STERILE DISPOSABLE 30CM X 9MM,1476.45,1476.45
HCPCS C1887,CATHETER NEUROVASCULAR ACCESS EXCELSIOR XT-17 MICRO STANDARD PRE SHAPED 45 2 TIP MARKER 150 X 7.5CM,2677.5,2677.5
HCPCS C1874,STENT ESOPHAGEAL WALLFLEX PARTIA PERMALUME SILICONE COATED COAXIAL SYSTEM LATEX FREE STERILE 18 X 23MM X 12CM,7222.2375,7222.2375
HCPCS C1887,CATHETER GUIDING ENVOY ENVOY 7.0FR 90CM 0.078IN,1081.2,1081.2
HCPCS C1887,CATHETER GUIDING ENVOY DISTAL ACCESS MPD 6FR 105.0CM,1589.16,1589.16
HCPCS C1887,CATHETER GUIDING ENVOY DISTAL ACCESS MPD 6FR 95CM,1597.32,1597.32
HCPCS C1887,CATHETER GUIDING ENVOY MULTIPURPOSE EXTRA BACK UP .07IN 6FR 95CM,1589.16,1589.16
HCPCS C1887,CATHETER GUIDING ENVOY DISTAL ACCESS MPD 6FR 95.0CM,1589.16,1589.16
HCPCS C1884,COIL EMBOLIZATION CONCERTO PGLA HELICAL FIBERED STERILE DISPOSABLE 50CM X 20MM,1476.45,1476.45
HCPCS C1887,CATHETER NEUROVASCULAMPLATZ RIGHTACCESS EXCELSIOR XT-17 MICRO STANDARD PRE SHAPED 90 2 TIP MARKER 150 X 7.5CM,2677.5,2677.5
HCPCS C1884,DEVICE DETACHER COIL EMBOLIZATION AXIUM PLATINUM INSTANT,826.2,826.2
HCPCS C1884,SYSTEM COIL PERIPHERAL AZUR DETACHABLE 018 9MM X 28 CM,2167.5,2167.5
HCPCS C1884,COIL EMBOLIZATION AZUR 18 SYSTEM PLATINUM HYDROGEL POLYMER DETACHABLE PERIPHERAL STERILE 0.018IN 8MM X 28CM,2167.5,2167.5
HCPCS C1884,SYSTEM COIL PERIPHERAL DETACHABLE 018 7MM X 24CM,2167.5,2167.5
HCPCS C1880,FILTER VENA CAVA OPTIONELITE ANTECUBITAL OR POPLITEAL 100CM,2623.6185,2623.6185
HCPCS C1757,CATHETER THROMBECTOMY 5MAX ACE 64 REPERFUSION LATEX FREE 0.064IN 5.75FR 132CM,7229.25,7229.25
HCPCS C1769,WIRE GLIDE ADVANTAGE 25CM 0.018 180CM ANGLED,938.4,938.4
HCPCS C1887,CATHETER GUIDING ENVOY DISTAL ACCESS STRAIGHT 6FR 95CM,1589.16,1589.16
