Charge Number,Procedure Name,Procedure Code (CPT/HCPCS),Default Modifier,Gross Charge,Discounted Cash Charge ,Hospital Inpatient / Outpatient / Both
PC104582,"GUIDE, NERVE, 3MM X 3CM, NEURAGEN (PNG320)",C1769,," $2,106.00 "," $1,221.48 ",Both
PC104638,"GUIDE, NERVE, 3MM X 3CM, NEURAGEN (PNG330)",C1769,," $2,526.25 "," $1,465.23 ",Both
PC104904,"GUIDE, NERVE, 4MM X 3CM, NEURAGEN (PNG430)",C1769,," $2,728.75 "," $1,582.68 ",Both
PC107076,"GUIDE, VAGINAL, 12CM, F/BRACHYTHERAPY (GVN1517-006)",,, $371.25 , $215.33 ,Both
PC107077,"GUIDE, VAGINAL, 15CM, F/BRACHYTHERAPY (GVN1517-008)",,, $371.25 , $215.33 ,Both
PC105047,"GUIDEWIRE, .045"", TROCAR TIP (AR-8737-41)",C1769,, $66.00 , $38.28 ,Both
PC104536,"GUIDEWIRE, 0.014"" X 180CM, MIRACLEBROS 6, STR TIP (12779-01",C1769,, $337.50 , $195.75 ,Both
PC104965,"GUIDEWIRE, 0.86MM, TROCAR TIP (AR-8737-39)",C1769,, $66.00 , $38.28 ,Both
PC105466,"GUIDEWIRE, 0.86MM, TROCAR TIP, THREADED (AR-8737-40)",C1769,, $71.50 , $41.47 ,Both
M010528805,"GUIDEWIRE, 1.1MM, TROCAR TIP, THREADED (AR-8737-42)",C1769,, $71.50 , $41.47 ,Both
M0215928,"GUIDEWIRE, NICORE, .035"", 150CM, ANG, STD, 150NFA35",C1769,, $72.19 , $41.87 ,Both
M0215929,"GUIDEWIRE, NICORE, .038"", 150CM, STR, STD, 150NFS38",C1769,, $72.19 , $41.87 ,Both
M0215932,"GUIDEWIRE, SOLO PLUS, .035"", 150CM, ANG, STIFF TIP, HW35SA",C1769,, $135.85 , $78.79 ,Both
PC105456,"GUIDEWIRE, SOLO PLUS, .035”, STR, TRITON CORE (HW35SS)",C1769,, $147.73 , $85.68 ,Both
M010407076,"GUIDEWIRE, ZIPWIRE, .025"", 150CM, STR, STD, 630-201B",C1769,, $101.12 , $58.65 ,Both
83009,"H PYLORI (C-13), BLOOD",83009,, $202.00 , $117.16 ,Both
87338,H. PYLORI ENZYME IMMUNOASSAY,87338,, $43.00 , $24.94 ,Both
28289761,HALLUX RGDUS CORRJ W/CHEILC,28289,," $4,667.00 "," $2,706.86 ",Both
80173,HALOPERIDOL ASSAY,80173,, $47.00 , $27.26 ,Both
J1630250,"HALOPERIDOL, UP TO 5 MG (HALDOL), FAC FEE",J1630,, $8.58 , $4.98 ,Both
PC101922,HANDPIECE HYDRODEBRIDER STANDARD (1914001),,, $525.00 , $304.50 ,Both
83012,HAPTOGLOBIN PHENOTYPES,83012,, $81.00 , $46.98 ,Both
83010,HAPTOGLOBIN QUANITATIVE,83010,, $38.00 , $22.04 ,Both
PC106900,"HARVESTER, BONE GRAFT, MORSELIZING,  8MM, AO (P99-930-2108)",,, $900.00 , $522.00 ,Both
94453,HAST W/OXYGEN TITRATE,94453,TC, $192.00 , $111.36 ,Both
94452,HAST W/REPORT,94452,TC, $138.00 , $80.04 ,Both
94452TC,HAST W/REPORT TECHNICAL,94452,TC, $138.00 , $80.04 ,Both
PC104367,"HB  IMP, BREAST, 210CC, STYLE 10, MOD PROF, GEL (10-210",C1789,," $1,155.00 ", $669.90 ,Both
PC104366,"HB  PLATE, RAD, DIST VOL, 13-H, RT, TRILOCK, TITAN (A-4750.62",C1776,," $1,243.55 ", $721.26 ,Both
M0072711,"HB  SCREW, CORT, 1.5 X 11MM, SLF-TAP, TITAN (400.811.96",C1713,, $127.88 , $74.17 ,Both
PC102250,"HB  SCREW, LCKG, 3.5 X 18MM, LOW PROF (AR-8835L-18)",C1713,, $247.50 , $143.55 ,Both
PC104368,"HB  SCREW, NONLCKG, 3.0 X 14MM, HEXALOBE (30-0304)",C1713,, $202.50 , $117.45 ,Both
PC102133,"HB ACCESSORY, 14-G, 6-IN, F/NEUROSTIM, STRAIGHT",,, $138.00 , $80.04 ,Both
PC101594,"HB ACCESSORY,CABLE,CONNECTOR W/SNAP-LID",,, $600.00 , $348.00 ,Both
M0109882,HB ACCUVAK EVAC W/FLEX TUBE,,, $33.00 , $19.14 ,Both
C1780TFNT00,HB ACRY SOF IQ PANOPTIX IOL,C1780,," $1,393.00 ", $807.94 ,Both
C1780TFNTX0,HB ACRY SOF IQ PANOPTIX TORIC IOL,C1780,," $1,393.00 ", $807.94 ,Both
C1780TFAT00,HB ACRY SOF IQ UV PANOPTIX IOL,C1780,," $1,393.00 ", $807.94 ,Both
C1780TFATX0,HB ACRY SOF IQ UV PANOPTIX TORIC IOL,C1780,," $1,393.00 ", $807.94 ,Both
97597510,HB ACTIVE WOUND CARE/20CM OR<,97597,, $298.00 , $172.84 ,Both
M0050551,HB ADAPTER CATH URET F 4FR TO 6FR PLAS,,, $2.00 , $1.16 ,Both
PC103409,HB ADAPTER LEAD EXT 45CM IS-1/3 2LP BI TO IS-1-BI,C1883,, $700.00 , $406.00 ,Both
PC103410,HB ADAPTER LEAD EXT 60CM IS-1/DF-1 TO IS-1/DF-1,C1883,," $1,400.00 ", $812.00 ,Both
PC103840,"HB ADAPTER, LEAD EXT, 37CM, IS-1LP BI TO IS-1 PG",C1776,, $375.00 , $217.50 ,Both
M0213257,"HB ADHESIVE, SKIN SUTURE, DERMA+FLEX QS, HIGH VISCOSITY, 6/BX",,, $51.00 , $29.58 ,Both
14020761,HB ADJ TIS TRANS SCALP/ARMS/LEG <10SQCM,14020,," $2,766.00 "," $1,604.28 ",Both
14040510,HB ADJACENT TISSUE TRANSFER H,14040,," $2,766.00 "," $1,604.28 ",Both
G0008771,HB ADMIN INFLUENZA VIRUS VAC,G0008,, $30.00 , $17.40 ,Both
PC103596,"HB AEQUALIS REV, HUM INSERT, LAT, 36MM DIA,  9MM",C1776,," $1,508.00 ", $874.64 ,Both
M0073699,HB AEROCHAMBER,,, $131.00 , $75.98 ,Both
94642410,HB AEROSOL INHAL PENTAMIDINE,94642,, $314.00 , $182.12 ,Both
94660761,HB AIRWAY PRESSURE VENTILATION (CPAP),94660,, $314.00 , $182.12 ,Both
59000510,HB AMNIOCENTESIS-FAC,59000,," $1,088.00 ", $631.04 ,Both
J0300250,"HB AMOBARBITAL,UP TO 125MG",J0300,, $262.62 , $152.32 ,Both
J0289636,HB AMPHOTERICIN B LIPOSOME 10MG,J0289,, $74.37 , $43.13 ,Both
28825761,HB AMPU TOE IP JNT,28825,," $4,667.00 "," $2,706.86 ",Both
26951761,HB AMPUTATION FINGER THUMB W/DIRECT CLSD,26951,," $4,667.00 "," $2,706.86 ",Both
28810761,HB AMPUTATION METARSAL W/TOE SINGLE,28810,," $4,667.00 "," $2,706.86 ",Both
28820761,HB AMPUTATION TOE METARSALPHALANGEAL JT,28820,," $4,667.00 "," $2,706.86 ",Both
PC103030,HB ANCHOR 2.9X15.5MM PUSH LK,C1713,, $665.00 , $385.70 ,Both
PC102537,HB ANCHOR BIO PUSHLOCK 2.9 X 15.5MM,C1713,, $595.00 , $345.10 ,Both
PC102683,HB ANCHOR BIOCOMP CORKSCREW 5.5MM #2,C1713,, $569.00 , $330.02 ,Both
PC102682,HB ANCHOR BIOCOMP SWIVELOCK SP 4.75X24.5MM,C1713,, $665.00 , $385.70 ,Both
PC101687,HB ANCHOR BIO-SWIVELOCK SP 4.75 X 24.5MM,C1713,, $665.00 , $385.70 ,Both
PC103352,HB ANCHOR CORKSCREW FT 2.5 X 4MM MICRO,C1713,, $570.00 , $330.60 ,Both
M0052177,HB ANCHOR GII SUPER QUICK PLUS W/#2 ETHIBOND CP-2,C1713,, $578.00 , $335.24 ,Both
PC101578,HB ANCHOR PUSH LOCK 3.5 X 14MM,C1713,, $595.00 , $345.10 ,Both
PC103426,HB ANCHOR PUSH LOCK PEEK 2.9 X 15.5MM,C1713,, $595.00 , $345.10 ,Both
PC102049,HB ANCHOR PUSHLOCK BIO COMP 3.5X19.5MM,C1713,, $665.00 , $385.70 ,Both
PC102685,HB ANCHOR PUSHLOCK PEEK MINI 2.5X8MM,C1713,, $684.00 , $396.72 ,Both
M0107428,HB ANCHOR SUT BIO CORKSCREW 5.5 MM,C1713,, $520.00 , $301.60 ,Both
M0095089,"HB ANCHOR SUTURE,3.0 MM",C1713,, $490.00 , $284.20 ,Both
M0103931,"HB ANCHOR SUTURE,3.0 MM DOUBLE ARM",C1713,, $480.00 , $278.40 ,Both
M0025618,HB ANCHOR UROLOGY MITEK G11,C1713,, $461.00 , $267.38 ,Both
PC102932,"HB ANCHOR, BIOCOMPOS SUTURETAK,2.4MM,2-0",C1713,, $613.00 , $355.54 ,Both
PC101619,"HB ANCHOR, BIOCOMPOSITE SUTURETAK, 3MM",C1713,, $560.00 , $324.80 ,Both
PC102170,"HB ANCHOR, BIO-CORKSCREW FT, 5.5MM, W/ 4 NDLS",C1713,, $569.00 , $330.02 ,Both
PC101493,"HB ANCHOR, BIO-CRKSCR, 5.5MM, FT TRIPLEPLAY",C1713,, $600.00 , $348.00 ,Both
PC100817,"HB ANCHOR, BIO-PUSH LOCK, 4.5 X 18.5MM (AR-",C1713,, $595.00 , $345.10 ,Both
PC102267,"HB ANCHOR, BIO-PUSHLOCK, MINI, 2.5 X 8MM",C1713,, $684.00 , $396.72 ,Both
PC102201,"HB ANCHOR, BIORAPTOR, 2.3MM W/ULTRABRAID",,, $656.00 , $380.48 ,Both
PC102206,"HB ANCHOR, BIO-SWIVELOCK SP, 5.5 X 24.5MM",C1713,, $665.00 , $385.70 ,Both
PC100274,"HB ANCHOR, BIO-TAK, MINI, 2.4 X 8.5MM",C1713,, $518.00 , $300.44 ,Both
PC101484,"HB ANCHOR, CORKSCREW, 3.5MM W/ 2 SZ 0 FIBERWIRE",C1713,, $420.00 , $243.60 ,Both
PC101071,"HB ANCHOR, GII, SUPER QUICK PLUS, W/ORTHOCORD DUAL, CP-2",C1713,, $732.00 , $424.56 ,Both
M0033286,"HB ANCHOR, MICRO, 1.3MM, W/ 4-0 ETHIBOND, P-3",C1713,, $672.00 , $389.76 ,Both
PC102202,"HB ANCHOR, PEEK PUSH LOCK,  HIP, 2.9 X 15.5MM",,, $595.00 , $345.10 ,Both
PC102147,"HB ANCHOR, PEEK, CROSSFT, 4.5MM W/ THREE #2 HIFI SUTUR",C1713,, $560.00 , $324.80 ,Both
PC102681,"HB ANCHOR, PUSHLOCK, BIO-COMPOSITE, 4.5 X 24.0MM",C1769,, $665.00 , $385.70 ,Both
PC103508,"HB ANCHOR,BIOCOMPOS SUTURETAK,MICRO,2.4MM,2-0 FBRWR",C1713,, $613.00 , $355.54 ,Both
PC101126,"HB ANCHOR,BIO-CRKSCR,6.5MM,#2FBRWR/TGRWR",C1713,, $590.00 , $342.20 ,Both
M0038427,"HB ANCHOR,ETHIBOND,#2 BRAIDED 18""""",C1713,, $574.00 , $332.92 ,Both
M0091601,"HB ANCHOR,MINI-MITEK GII",,, $398.25 , $230.99 ,Both
M0066929,"HB ANCHOR,MITEK,GII,W/SUTURE,NEEDLE,INSERT",C1713,, $544.00 , $315.52 ,Both
M0109861,"HB ANCHOR,SUTURE,3.7MM,BIO,SUTURE,TAK,NMB,2",C1713,, $490.00 , $284.20 ,Both
37000001,HB ANESTHESIA MATERIALS,37000,, $436.00 , $252.88 ,Both
37000002,HB ANESTHESIA MATERIALS EA ADDL 15MINS,37000,, $109.00 , $63.22 ,Both
46608510,HB ANOSCOPY FOR FB REMOVAL,46608,," $1,302.00 ", $755.16 ,Both
I97016,HB APPLIC VASOPNEUMATIC DEVICES,97016,, $26.00 , $15.08 ,Both
29086510,HB APPLICATION CAST-FINGER-H,29086,, $228.00 , $132.24 ,Both
29075510,"HB APPLICATION ELBOW TO FINGER,UC FAC CHG",29075,, $392.00 , $227.36 ,Both
29085510,HB APPLICATION HAND & LOWER FOREARM,29085,, $228.00 , $132.24 ,Both
M0053289,"HB APPLIER, MULTI LIGACLIP 20 SM",,, $144.00 , $83.52 ,Both
M0032028,"HB APPLIER, MULTIPLE CLIP, ENDO MED LG",,, $229.00 , $132.82 ,Both
M0053287,"HB APPLIER,LIGACLIP,MULTIPLE, 20 MED CLIPS",,, $145.00 , $84.10 ,Both
29130510,HB APPLY FINGER SPLINT H,29130,, $94.00 , $54.52 ,Both
29125510,HB APPLY FOREARM SPLNT H,29125,, $186.00 , $107.88 ,Both
29515510,HB APPLY LEG SPLINT H,29515,, $228.00 , $132.24 ,Both
29105510,HB APPLY LONG ARM SPLNT H,29105,, $228.00 , $132.24 ,Both
26535761,HB ARTHRO IP JOINT EA,26535,," $4,667.00 "," $2,706.86 ",Both
20610510,HB ARTHRO.MAJOR JOINT OR BURSA,20610,, $446.00 , $258.68 ,Both
20605510,HB ARTHROCENTESIS INTERMEDIATE JOINT GANG,20605,, $446.00 , $258.68 ,Both
20600510,"HB ARTHROCENTESIS SMALL JOINT BURSA GANG,UC",20600,, $446.00 , $258.68 ,Both
28725360,HB ARTHRODESIS SUBTALAR 0360,28725,," $20,287.00 "," $11,766.46 ",Both
29805510,"HB ARTHROSCOPY,SHOULDER,DIG.W-W/O SEN.BX",29805,," $4,667.00 "," $2,706.86 ",Both
27610761,HB ARTHROTOMY ANKLE FOR INFECTION,27610,," $4,667.00 "," $2,706.86 ",Both
26070510,HB ARTHROTOMY FOR INFECTION CNC JOINT-H,26070,," $2,311.00 "," $1,340.38 ",Both
26070761,HB ARTHROTOMY INFECTION CNC JOINT,26070,," $2,311.00 "," $1,340.38 ",Both
20612761,HB ASPIR & OR INJECTION GANG CYSTS ANY LOC,20612,, $446.00 , $258.68 ,Both
51102761,HB ASPIRATION BLADDER INSRT SUPRAPBC CATH,51102,," $3,020.00 "," $1,751.60 ",Both
I97171,"HB ATHLETIC TRAINING EVAL, HIGH COMPLEXITY",97171,, $118.00 , $68.44 ,Both
I97169,"HB ATHLETIC TRAINING EVAL, LOW COMPLEXITY",97169,, $118.00 , $68.44 ,Both
I97170,"HB ATHLETIC TRAINING EVAL, MODERATE COMPLEXITY",97170,, $118.00 , $68.44 ,Both
PC101207,"HB ATTACHMENT, ROD, F/LG MLT-PIN CLMP,MR SAFE",C1776,, $878.00 , $509.24 ,Both
PC103181,HB BAG SPECIMEN RETRIEVAL SYSTEM 5MM INZII,,, $138.00 , $80.04 ,Both
PC103674,HB BAHA CAP HEALING F / PONTO SYSTEM,L8690,, $45.00 , $26.10 ,Both
PC104293,HB BAHA IMP PROCESSOR SOUND ALPHA 2 CHAMPAGNE,L8690,," $2,875.00 "," $1,667.50 ",Both
PC104294,HB BAHA IMP SOPHONO MAGNETIC F/ALPHA SYS KIT W/TEM,L8690,," $4,314.00 "," $2,502.12 ",Both
PC103241,HB BAHA IMPLANT BA300 ABUTMENT 6MM,L8690,," $2,140.00 "," $1,241.20 ",Both
PC102482,HB BAHA IMPLANT BA300 ABUTMENT 9MM,L8690,," $2,457.00 "," $1,425.06 ",Both
PC102416,HB BAHA IMPLANT BI300 4MM,L8690,," $1,856.00 "," $1,076.48 ",Both
PC102356,HB BAHA IMPLANT BIA300 4MM W/ABUTMENT 6MM,L8690,," $3,213.00 "," $1,863.54 ",Both
PC102357,HB BAHA IMPLANT BIA300 4MM W/ABUTMENT 9MM,L8690,," $3,213.00 "," $1,863.54 ",Both
PC101517,HB BAHA IMPLANT CAP HEALING,L8690,, $150.00 , $87.00 ,Both
PC104230,HB BAHA IMPLANT CAP HEALING 14MM,L8690,, $205.00 , $118.90 ,Both
PC104231,HB BAHA IMPLANT CAP HEALING 20MM,L8690,, $51.00 , $29.58 ,Both
PC104212,HB BAHA IMPLANT DERMALOCK 4MM W/ ABUTMENT 12MM,L8690,," $2,563.00 "," $1,486.54 ",Both
PC101692,HB BAHA IMPLANT FLANGE FIXTURE 3MM W/ABUTMENT,L8690,," $2,863.00 "," $1,660.54 ",Both
PC102043,HB BAHA IMPLANT FLANGE FIXTURE 4MM W/ABUTMENT 5.5MM,L8690,," $2,958.00 "," $1,715.64 ",Both
PC104272,HB BAHA IMPLANT PONTO WIDE 4MM W / ABUTMENT  9MM,L8690,," $3,663.00 "," $2,124.54 ",Both
PC103850,HB BAHA IMPLANT PONTO WIDE 4MM W / ABUTMENT 12MM,L8690,," $3,663.00 "," $2,124.54 ",Both
PC103675,HB BAHA IMPLANT PONTO WIDE 4MM W / ABUTMENT 6MM,L8690,," $3,663.00 "," $2,124.54 ",Both
PC104229,HB BAHA IMPLANT VISTAFIX 3 ABUTMENT F/ HEALING,L8690,," $1,035.00 ", $600.30 ,Both
PC103676,HB BAHA KIT AFTER CARE F / PONTO IMPLANT SYSTEM,L8690,, $45.00 , $26.10 ,Both
PC103678,HB BAHA KIT PEDIATRIC CARE  F / PONTO IMPLANT SYSTEM,L8690,, $124.00 , $71.92 ,Both
PC103023,HB BAHA PROCESSOR BLONDE,L8690,," $4,250.00 "," $2,465.00 ",Both
PC103195,HB BAHA PROCESSOR SOUND 3 POWER SLATE GREY,L8690,," $4,250.00 "," $2,465.00 ",Both
PC102239,HB BAHA PROCESSOR SOUND BP100 CHESTNUT BROWN,L8690,," $4,250.00 "," $2,465.00 ",Both
PC103158,HB BAHA PROCESSOR SOUND BP100 SLATE GREY,L8690,," $4,250.00 "," $2,465.00 ",Both
PC102237,HB BAHA PROCESSOR SOUND BP100 SOFT BLACK,L8690,," $4,250.00 "," $2,465.00 ",Both
PC102661,HB BAHA PROCESSOR SOUND INTENSO BLACK,L8690,," $3,938.00 "," $2,284.04 ",Both
PC102642,HB BAHA PROCESSOR SOUND INTENSO BLONDE,L8690,," $4,250.00 "," $2,465.00 ",Both
PC101739,HB BAHA PROCESSOR SOUND INTENSO BROWN,L8690,," $3,813.00 "," $2,211.54 ",Both
PC101695,HB BAHA PROCESSOR SOUND INTENSO SILVERGREY,L8690,," $3,938.00 "," $2,284.04 ",Both
PC103677,HB BAHA PROCESSOR SOUND PONTO PRO POWER DIAMOND BLACK LT,L8690,," $5,160.00 "," $2,992.80 ",Both
M0053144,"HB BALL,PIN,3/8"""" DIA,FITS 1.1MM KIRSCH WIRE",,, $14.75 , $8.56 ,Both
M0108428,HB BALLOON HDR BRACHYTHERA 4-5CM MAMMOSITE,,," $3,250.00 "," $1,885.00 ",Both
M0200850,HB BALLOON LAP OVAL W/BLUNT TROCAR,C1727,, $831.00 , $481.98 ,Both
M0052461,"HB BARRIER, ADHESION, ABSORBABLE, EACH",,, $449.00 , $260.42 ,Both
M0100180,HB BASKET STONE DEMENSION,,, $395.00 , $229.10 ,Both
M0101169,HB BASKET STONE RETRVL 3FR X 90CM FLT WR,,, $289.00 , $167.62 ,Both
M0098553,"HB BASKET, GRASPER STONE  2.4 NITINOL ARTIC",,, $395.00 , $229.10 ,Both
M0101428,"HB BASKET, HELIC STONE 3 FR X 90 CM 6 WR",,, $383.00 , $222.14 ,Both
PC101731,HB BB-TAK,,, $95.00 , $55.10 ,Both
PC102876,"HB BB-TAK, THREADED",,, $243.00 , $140.94 ,Both
J0702636,"HB BETAMETHASONE ACETATE/S.P,3MG",J0702,, $14.17 , $8.22 ,Both
PC103273,"HB BINDER ABDOMINAL 9"" LARGE 63-74""",,, $37.00 , $21.46 ,Both
M0107013,HB BIOPSY DEVICE 18G 20CM MAX-CORE,,, $140.00 , $81.20 ,Both
47000761,HB BIOPSY LIVER PERCUTANEOUS NEEDLE,47000,," $2,340.00 "," $1,357.20 ",Both
38500761,HB BIOPSY LYMPH NODE(S) SUPERFICIAL-MOR,38500,," $5,165.00 "," $2,995.70 ",Both
20205761,HB BIOPSY MUSCLE DEEP MOR,20205,," $3,953.00 "," $2,292.74 ",Both
20200510,HB BIOPSY MUSCLE SUPERFICIAL,20200,," $2,340.00 "," $1,357.20 ",Both
20200761,HB BIOPSY MUSCLE SUPERFICIAL,20200,," $2,340.00 "," $1,357.20 ",Both
57100761,HB BIOPSY VAGINAL MUCOSA SIMPLE-MOR,57100,," $1,088.00 ", $631.04 ,Both
PC100672,HB BIT DRILL 2.0MM QCK CPLNG,,, $140.00 , $81.20 ,Both
M0098282,HB BIT DRILL WR PASS 2.0MM,C1713,, $59.00 , $34.22 ,Both
PC100015,"HB BIT, DRILL, 1.5MM X 50MM, W/NOTCH",,, $217.00 , $125.86 ,Both
PC100496,"HB BIT, DRILL, 2.7MM",,, $450.00 , $261.00 ,Both
PC102493,"HB BIT, DRILL, 2.7MM X 205MM",,, $414.00 , $240.12 ,Both
51700761,HB BLADDER IRRIG SIMP LAVAGE &/OR INSTILLATION 0761,51700,, $400.00 , $232.00 ,Both
M0030725,HB BLADE ENT SHAVER RAD 40,,, $301.00 , $174.58 ,Both
M0089549,HB BLADE LARYN 3.5 MM ANG TIP SKIMMER,,, $597.00 , $346.26 ,Both
M0093355,HB BLADE MICRO SAG OSCIL .015 THK,,, $60.00 , $34.80 ,Both
M0096791,HB BLADE OVAL BUR HI SPEED 6.0MM,,, $130.00 , $75.40 ,Both
M0093352,HB BLADE SAGITTAL .015,,, $45.00 , $26.10 ,Both
M0060294,HB BLADE SPHR BUR HI SPD 4.5MM,,, $247.00 , $143.26 ,Both
M0074768,HB BLADE STRYKER MED 18.1,,, $47.25 , $27.41 ,Both
M0060692,"HB BLADE, ARTHROSCOPIC, SHAVER,  4.2 MM",,, $127.00 , $73.66 ,Both
M0013211,"HB BLADE, ARTHROSCOPIC, SHAVER, 4.2 MM",,, $127.00 , $73.66 ,Both
M0060293,"HB BLADE, ARTHROSCOPIC, SHAVER, 5",,, $127.00 , $73.66 ,Both
M0043391,"HB BLADE, ARTHROSCOPIC,4MM",,, $37.00 , $21.46 ,Both
M0060292,"HB BLADE, CUDA, 5.5MM, STERLING",,, $126.50 , $73.37 ,Both
M0014720,"HB BLADE, DERMATOME, F/ZIMMER DE",,, $91.00 , $52.78 ,Both
PC101092,"HB BLADE, ENT POWER, LARYN SKIM, 2.9MM X 18CM, ROT",,, $607.00 , $352.06 ,Both
M0109790,"HB BLADE, ENT POWER, RAD  60 X-TREME, 4MM, CURVED, ROTATABLE",C1713,, $490.00 , $284.20 ,Both
M0109791,"HB BLADE, ENT POWER, RAD  90, 3.5MM, CURVED, M4 ROTATABLE",,, $350.00 , $203.00 ,Both
M0025393,"HB BLADE, FULL RADIUS, 4.2MM",,, $127.00 , $73.66 ,Both
M0074459,"HB BLADE, GATOR  3.5 MM STERLING",,, $129.00 , $74.82 ,Both
M0026808,"HB BLADE, GATOR 3.5 MM STERLING",,, $129.00 , $74.82 ,Both
M0036129,"HB BLADE, GATOR, 2.9 MM, STERLING",,, $138.00 , $80.04 ,Both
M0104938,"HB BLADE, GREAT WHT 3.5 MM LINVATEC SHAVER",,, $129.00 , $74.82 ,Both
PC103114,"HB BLADE, INCISOR PLUS, 2.9MM, TRUCLEAR",,, $989.00 , $573.62 ,Both
M0025391,"HB BLADE, MERLIN, GATOR, 4.2MM",,, $158.00 , $91.64 ,Both
M0094205,"HB BLADE, MICROSAGITAL AGGRESSIVE, 2296-3-2",,, $47.00 , $27.26 ,Both
PC103109,"HB BLADE, OSTEOTOME, LATARJET",,, $324.00 , $187.92 ,Both
M0090530,"HB BLADE, OVAL BUR HI SPD 6.0 MM STERLING",,, $127.00 , $73.66 ,Both
M0076626,"HB BLADE, RAD 60 X-TREME/ENT SHAVER",,, $319.00 , $185.02 ,Both
M0013991,"HB BLADE, RESECTOR, FULL RADIUS, 3.5 MM",,, $127.00 , $73.66 ,Both
M0093406,"HB BLADE, SAGITTAL SAW, .36 CUT",,, $45.00 , $26.10 ,Both
M0060659,"HB BLADE, SAGITTAL SAW, 8.9MM BL",,, $18.00 , $10.44 ,Both
M0077936,"HB BLADE, SAGITTAL SAW, STRAIGHT, STAINLESS",,, $18.00 , $10.44 ,Both
M0212459,"HB BLADE, SAW, MICRO OSC, THIN AGGR, 13.4 X 39MM",,, $111.00 , $64.38 ,Both
M0014440,"HB BLADE, SAW, OSCILLATING, 31MM CUT X 9MM",,, $45.00 , $26.10 ,Both
M0025957,"HB BLADE, SAW, OSCILLATING, MED. N",,, $45.00 , $26.10 ,Both
PC103710,"HB BLADE, SAW, OSTEOTOMY, HUB STYLE S",,, $173.00 , $100.34 ,Both
PC103917,"HB BLADE, SAW, SAGITTAL, OSC, ANGLED",,, $200.00 , $116.00 ,Both
M0098452,"HB BLADE, STRYKER, MEDIUM, 18.5MM X 9.0MM,",,, $73.00 , $42.34 ,Both
M0027674,"HB BLADE,4.2 MM,F/LINVATEC SHAVER,GRT.WHITE",,, $130.00 , $75.40 ,Both
M0053090,"HB BLADE,MVR,20 GAUGE,FULL HAN",,, $70.00 , $40.60 ,Both
M0093353,"HB BLADE,OSCILLATING,.015 THICK,1.17'' EDGE",,, $60.00 , $34.80 ,Both
M0028960,"HB BLADE,TRI-CUT,4MM STRA SHOT F/ENT SHAVER",,, $309.00 , $179.22 ,Both
M0033080,"HB BLOCK,TIBAL,SZ 7M10MM THK,W/2 SCREWS,",,, $789.00 , $457.62 ,Both
PC102896,"HB BONE CHIPS,CAN,10CC, FREEZE-DRIED",,, $332.00 , $192.56 ,Both
M0037725,HB BOOT WALKER SMALL PNEUMATIC AIRCAST,L4360,, $119.00 , $69.02 ,Both
M0200866,"HB BOOT, WALKER, LARGE, OPEN HEEL",L4360,, $101.00 , $58.58 ,Both
M0091888,"HB BOOT, WALKER, LARGE, PNEUMATIC, AIRCAST",L4360,, $119.00 , $69.02 ,Both
J0585636,HB BOTULINUM TOXIN 1 PER UNIT,J0585,, $17.22 , $9.99 ,Both
M0073361,HB BRACE CTRL POSN LNG GRY POST OP,,, $262.00 , $151.96 ,Both
M0073360,HB BRACE CTRL POSN SH GRY POSTOP,,, $261.00 , $151.38 ,Both
M0203019,HB BRACE ELBOW POST OP LEFT,,, $155.00 , $89.90 ,Both
M0026111,"HB BRACE,KNEE,POST OP,LRG/UNIV",,, $183.75 , $106.58 ,Both
M0026112,"HB BRACE,KNEE,POST OP,SHORT/UNI",L1833,, $145.00 , $84.10 ,Both
C1716278,"HB BRACHYTHERPY SOURCE, NON-STRAND, GOLD-198, PER SOURCE",C1716,, $199.00 , $115.42 ,Both
C1717278,"HB BRACHYTHERPY SOURCE, NON-STRAND, HIGH DOSE IRIDIUM-192, PER SOURCE",C1717,, $549.00 , $318.42 ,Both
C1719278,"HB BRACHYTHERPY SOURCE, NON-STRAND, NON HIGH DOSE IRIDIUM-192, PER SOURCE",C1719,, $107.00 , $62.06 ,Both
M0033803,"HB BREAST PUMP KIT, DOUBLE",,, $69.00 , $40.02 ,Both
M0031369,"HB BREAST PUMP KIT, SINGLE",,, $15.00 , $8.70 ,Both
94200410,HB BREATHING CAP MAX VOLUNTARY VENT,94200,, $94.00 , $54.52 ,Both
31635761,HB BRNCHSC W/REMOVAL FOREIGN BODY,31635,," $2,439.00 "," $1,414.62 ",Both
94070410,HB BRONCHOSPASM EVAL PROLONGED,94070,, $431.00 , $249.98 ,Both
S0020250,HB BUPIVICAINE INJ HYDROCHLORIDE PER 30ML,S0020,, $10.27 , $5.96 ,Both
PC101817,HB BUR CARBIDE BALL 2MM 7CM LEGEND,,, $260.00 , $150.80 ,Both
PC101816,HB BUR CARBIDE BALL 4MM 7 CM,,, $260.00 , $150.80 ,Both
PC101531,HB BUR CARBIDE RND 1.0MM 6 FL BLUE OTO-FLEX,,, $302.00 , $175.16 ,Both
M0094199,HB BUR CARBIDE RND 4.0MM,,, $124.00 , $71.92 ,Both
PC101530,HB BUR CARBIDE ROUND 0.5MM 6 FL VIOLET,,, $122.00 , $70.76 ,Both
PC101532,HB BUR CARBIDE ROUND 1.0MM 6FL ORANGE OTO FLEX,,, $302.00 , $175.16 ,Both
