 PROCEDURE DESCRIPTION , PRICE , REVENUE CODE , CPT CODE , ALTERNATE CPT HCPC , CPT HCPC MODIFIER 
AMINO ACIDS MULTIPLE QUALITATIVE EACH SPECIMEN, $76 , 300 ,82128,  ,  
AMINO ACIDS SNGL QL EA SPEC, $76 , 300 ,82127,  ,  
AMINOLEVULINIC ACID DELTA, $90 , 300 ,82135,  ,  
AMINOLEVULINIC ACID HCL TOP, $997 , 636 ,J7308,  ,  
AMINOPHYLLIN 250 MG INJ, $40 , 636 ,J0280,  ,  
AMIODARONE HCL, $40 , 636 ,J0282,  ,  
AMITRIPTYLINE, $98 , 300 ,80152,  ,  
AMITRIPTYLINE - SO, $98 , 300 ,80152,  ,  
AMITRIPTYLINE INJECTION, $20 , 636 ,J1320,  ,  
AMMONA TEST STRP DIALYS PER 50, $200 , 270 ,A4774,  ,  
AMNIO; THERAP AMNIOTIC FL RDUC, $758 , 720 ,59001,  ,  
AMNIOCENTESIS DIAGNOSIC," $1,477 ", 720 ,59000,  ,  
AMNIOTIC FLU SCAN, $38 , 300 ,82143,  ,  
AMOBARBITAL 125 MG INJ, $778 , 636 ,J0300,  ,  
AMP ANK MALLEOLI PLSTC CLO&RES," $2,553 ", 361 ,27888,  ,  
AMP ARM THRU HUM; SEC CLO/SCAR," $6,557 ", 361 ,24925,  ,  
AMP ARM THRU HUM; W/PRIMRY CLO," $2,429 ", 361 ,24900,  ,  
AMP ARM THRU HUM;OPEN CIRCULAR," $2,419 ", 361 ,24920,  ,  
AMP ARM THRU HUMERUS; RE-AMP," $2,555 ", 361 ,24930,  ,  
AMP ARM THRU HUMERUS; W/IMPLNT," $2,575 ", 360 ,24931,  ,  
AMP FGR/THMB ANY JNT;W/ADV FLP," $5,003 ", 361 ,26952,  ,  
AMP FGR/THMB ANY JNT;W/DIR CLO," $5,003 ", 361 ,26951,  ,  
AMP FORARM THRU RAD&ULN;RE-AMP," $6,557 ", 361 ,25909,  ,  
AMP FOREARM THRU RADIUS&ULNA;," $2,343 ", 361 ,25900,  ,  
AMP FOREARM; OPEN CIRCULAR," $2,082 ", 361 ,25905,  ,  
AMP FOREARM; SEC CLOS/SCAR REV," $6,557 ", 361 ,25907,  ,  
AMP LEG THRU TIB&FIB; OPN CIRC," $1,995 ", 361 ,27882,  ,  
AMP LEG THRU TIBIA&FIB; RE-AMP," $2,186 ", 361 ,27886,  ,  
AMP LEG TIB&FIB SEC CLOS/SCAR," $6,557 ", 361 ,27884,  ,  
AMP LEG TIB&FIB;W/IMMD FIT&CST," $2,913 ", 361 ,27881,  ,  
AMP MC 1 W/WO INTEROSSES TRNSF," $8,915 ", 361 ,26910,  ,  
AMP PENIS RAD; W/BIL PELV LYMP," $6,382 ", 360 ,54135,  ,  
AMP PENIS RAD;W/BIL ING-FM LYM," $3,905 ", 360 ,54130,  ,  
AMP THI THRU FEM; FIT W/CAST," $3,201 ", 361 ,27591,  ,  
AMP THI THRU FEM; OPN CIRC," $2,979 ", 361 ,27592,  ,  
AMP THIGH FEM;SEC CLO/SCAR REV," $6,557 ", 361 ,27594,  ,  
AMP THIGH THRU FEM ANY; RE-AMP," $3,565 ", 361 ,27596,  ,  
AMP THIGH THRU FEMUR ANY LEVEL," $3,084 ", 361 ,27590,  ,  
AMP TOE; INTERPHALANGEAL JOINT," $6,735 ", 361 ,28825,  ,  
AMP TOE; METATARSOPHALANGL JNT," $6,735 ", 361 ,28820,  ,  
AMPHETAMINE/METHAMPHETAMINE, $85 , 300 ,82145,  ,  
AMPHO B CHOLESTERYL SULFATE, $74 , 636 ,J0288,  ,  
AMPHOTERICIN B, $76 , 636 ,J0285,  ,  
AMPHOTERICIN B LIPID COMPLEX, $619 , 636 ,J0287,  ,  
AMPHOTERICIN B LIPOSOME INJ, $151 , 636 ,J0289,  ,  
AMPICILLIN 500 MG INJ, $201 , 636 ,J0290,  ,  
AMPICILLIN SODIUM PER 1.5 GM, $84 , 636 ,J0295,  ,  
AMPUT ADAPTR-COMPNST WGHT TRNS, $443 , 290 ,E0959,  ,  
AMPUT WC DETAC ARM WO FT/LEGRS, $200 , 290 ,E1172,  ,  
AMPUT WC FIX ARM DETACH FTRST, $200 , 290 ,E1200,  ,  
AMPUT WC FIX ARM DETACH LEGRST, $200 , 290 ,E1170,  ,  
AMPUT WC FIX ARM WO FT/LEGRST, $200 , 290 ,E1171,  ,  
AMPUTATION FOOT; MIDTARSAL," $1,814 ", 361 ,28800,  ,  
AMPUTATION FOOT;TRANSMETATARSL," $6,735 ", 361 ,28805,  ,  
AMPUTATION LEG THRU TIB&FIBULA," $3,026 ", 361 ,27880,  ,  
AMPUTATION METATARS W/TOE SNGL," $6,735 ", 361 ,28810,  ,  
AMPUTATION OF PENIS; COMPLETE," $3,756 ", 360 ,54125,  ,  
AMPUTATION OF PENIS; PARTIAL," $8,702 ", 360 ,54120,  ,  
AMPUTE WC DETA ARM ELEV LEGRST, $200 , 290 ,E1190,  ,  
AMPUTEE WC DETC ARM DETA FTRST, $200 , 290 ,E1180,  ,  
ANALYSIS CLINICAL DATA STORED IN COMPUTERS, $200 , 920 ,99090,  ,  
ANALYSIS OF SALIVA SAMPLE, $200 , 512 ,D0418,  ,  
ANAS ROUX-EN-Y EXTRAHEPAT DUCT," $7,982 ", 360 ,47780,  ,  
ANAS ROUX-EN-Y INTRAHEP DUCTS," $10,474 ", 360 ,47785,  ,  
ANAST CAVOPULM 2ND SUPRIOR V/C," $1,790 ", 360 ,33768,  ,  
ANASTOM ART XTRACRAN-INTRACRN," $8,364 ", 360 ,61711,  ,  
ANASTOM INTRAHEPATIC DUCTS&GI," $9,792 ", 360 ,47765,  ,  
ANASTOM PULMONARY ARTERY AORTA," $7,879 ", 360 ,33606,  ,  
ANASTOM XTRAHEP BILI DUCTS&GI," $7,282 ", 360 ,47760,  ,  
ANASTOM; FACIAL-SPINAL ACCESS," $3,882 ", 360 ,64866,  ,  
ANASTOMOSIS; FACIAL-HYPOGLOSSL," $4,883 ", 360 ,64868,  ,  
ANASTOMOSIS; FACIAL-PHRENIC," $11,456 ", 360 ,64870,  ,  
ANASTROZOLE ORAL 1 MG, $20 , 636 ,S0170,  ,  
ANAT CROWN EXP 1- 3 TEETH PER QUAD, $244 , 512 ,D4231,  ,  
ANAT CROWN EXP 4/> CONT TEETH QUAD, $407 , 512 ,D4230,  ,  
ANDROSTANEDIOL GLUCURONIDE, $158 , 300 ,82154,  ,  
ANDROSTENEDIONE, $160 , 300 ,82157,  ,  
ANEMIA PLAN OF CARE DOCUMENTED (ESRD), $25 , 999 ,0516F,  ,  
ANES ART FORARM WRST&HND; EMBO, $760 , 370 ,01842,  ,  
ANES ART KNEE&POP AREA; NOS, $634 , 370 ,01440,  ,  
ANES ART SHOULDER&AXILLA; NOS, $760 , 370 ,01650,  ,  
ANES ART UP LEG W/GFT;FEM EMB, $760 , 370 ,01274,  ,  
ANES ART UP LEG W/GFT;FEM LIG, $506 , 370 ,01272,  ,  
ANES ART UPPER ARM&ELB; EMBOLE, $760 , 370 ,01772,  ,  
ANES ART UPPER ARM&ELBOW; NOS, $760 , 370 ,01770,  ,  
ANES ARTERY UPPR LEG W/GFT;NOS," $1,012 ", 370 ,01270,  ,  
ANES CLAV&SCAPULA; BX CLAVICLE, $380 , 370 ,00454,  ,  
ANES DIRECT CAB GRAFTING W/ PUMP OXYGENATOR," $3,500 ", 370 ,00567,  ,  
ANES DX/THER NERVE BLOCK/INJECTION OTH/THN PRONE POSITION, $380 , 370 ,01991,  ,  
ANES DX/THER NERVE BLOCK/INJECTION PRONE POSITION, $634 , 370 ,01992,  ,  
ANES EXTERNAL MIDDLE & INNER EAR W/BX OTOSCOPY, $506 , 370 ,00124,  ,  
ANES FACE BNS/SKULL; RADL SURG, $886 , 370 ,00192,  ,  
ANES FACIAL BONES/SKULL; NOS, $634 , 370 ,00190,  ,  
ANES GEN IV SEDATION, $500 , 370 ,01999,  ,  
ANES INCOMPL/MISSED ABORTION, $616 , 370 ,01965,  ,  
ANES INDUCED ABORTION, $616 , 370 ,01966,  ,  
ANES INTRACRANIAL CRANIOTOMY/CRANIECTOMY HMTMA," $1,875 ", 370 ,00211,  ,  
ANES INVL VNS UP LEG INCL EXPL, $380 , 370 ,01260,  ,  
ANES LOCAL FOR ARTERIES, $760 , 370 ,01840,  ,  
ANES MALE GNT; CMPL AMP PENIS, $506 , 370 ,00932,  ,  
ANES MALE GNT; SEMINL VESICLES, $760 , 370 ,00922,  ,  
ANES MALE;RAD AMP PENIS-ING&IL," $1,012 ", 370 ,00936,  ,  
ANES NERV MUSC FORARM WRST&HND, $380 , 370 ,01810,  ,  
ANES NOSE & ACCESSORY SINUSES RADICAL SURGERY, $506 , 370 ,00162,  ,  
ANES OPEN UP ENDS TIB FIB&/PAT, $506 , 370 ,01392,  ,  
ANES THORAC SPINE&CORD TRANTHOR  W/1 LUNG VENT," $1,899 ", 370 ,00626,  ,  
ANES THORAC SPINE&CORD TRANTHOR  W/O 1 LUNG VENT," $1,645 ", 370 ,00625,  ,  
ANES TRUNK; RADL BREAST PROC, $634 , 370 ,00404,  ,  
ANES VEINS KNEE&POP AREA; NOS, $380 , 370 ,01430,  ,  
ANES VEINS UPPER ARM&ELB; NOS, $380 , 370 ,01780,  ,  
ANES VNS FORARM WRST&HAND; NOS, $380 , 370 ,01850,  ,  
ANES VNS UP ARM&ELB; PHLEBORR, $506 , 370 ,01782,  ,  
ANES XTRNL MID & INNER EAR W/BX TYMPANOTOMY, $506 , 370 ,00126,  ,  
ANES; URGENT HYST FOLLOW DELIV," $1,012 ", 370 ,01962,  ,  
ANES;C/S HYST NO LABR ANLG/ANE," $1,012 ", 370 ,01963,  ,  
ANES;RADL BRST W/NODE DISSECT," $1,645 ", 370 ,00406,  ,  
ANES-2&3 DEG BRN EXC/DEB; < 4%, $380 , 370 ,01951,  ,  
ANES-2&3 DEG BRN EXC/DEB; 4-9%, $634 , 370 ,01952,  ,  
ANES-2-3 DEG EXC/DEB;EA ADD 9%, $127 , 370 ,01953,  ,  
ANES-ACCESS CNTRL VENOUS CIRC, $506 , 370 ,00532,  ,  
ANES-ALL CAST APPLIC/REPR W/KN, $380 , 370 ,01420,  ,  
ANES-ALL CLOS HUM SC AC&SHLDR, $506 , 370 ,01620,  ,  
ANES-ALL CLOS INVLV HIP JOINT, $506 , 370 ,01200,  ,  
ANES-ALL CLOS INVLV UP 2/3 FEM, $506 , 370 ,01220,  ,  
ANES-ALL CLOS LOW LEG ANK&FT, $380 , 370 ,01462,  ,  
ANES-ALL CLOS PROC HUMERS&ELBW, $380 , 370 ,01730,  ,  
ANES-ALL CLOS PROC LWR 1/3 FEM, $506 , 370 ,01340,  ,  
ANES-ALL CLOS UP ENDS TIB FIB, $380 , 370 ,01390,  ,  
ANES-ALL CLOSED PROC KNEE JNT, $380 , 370 ,01380,  ,  
ANES-ALL NRV MUS TEN FAS UP LG, $506 , 370 ,01250,  ,  
ANES-ALL OPEN LOWER 1/3 FEMUR, $634 , 370 ,01360,  ,  
ANES-ART KN;POP EXC OCCL/ANEUR," $1,012 ", 370 ,01444,  ,  
ANES-ART KN;POP THROMBENDARTEC," $1,012 ", 370 ,01442,  ,  
ANES-ART LO LEG W/BYP GFT; NOS," $1,012 ", 370 ,01500,  ,  
ANES-ART LOW LEG W/GFT;EMBOLEC, $760 , 370 ,01502,  ,  
ANES-ART SH&AX; AX-BRACH ANEUR," $1,266 ", 370 ,01652,  ,  
ANES-ART SH&AX; AX-FEM BYP GFT," $1,266 ", 370 ,01656,  ,  
ANES-ART SHLDR&AX; BYPS GFT," $1,012 ", 370 ,01654,  ,  
ANES-ARTHROSCOPIC ANK &OR FT, $380 , 370 ,01464,  ,  
ANES-ARTHROSCOPIC PROC HIP JNT, $506 , 370 ,01202,  ,  
ANES-BN MARROW ASP&/BX ILIAC, $634 , 370 ,01112,  ,  
ANES-BODY CAST APPLICATION/REV, $380 , 370 ,01130,  ,  
ANES-C/S HYST NEURAX LABR ANAL, $772 , 370 ,01969,  ,  
ANES-CARD CATH COR ANGIO&VENTR, $886 , 370 ,01920,  ,  
ANES-CARD EPS INCL RADIOFREQ, $886 , 370 ,00537,  ,  
ANES-CD NEURAX LABR ANALG/ANES, $309 , 370 ,01968,  ,  
ANES-CERV SPN&CORD;PT SIT PSTN," $1,645 ", 370 ,00604,  ,  
ANES-CLO CHEST; MEDIASTINOSCPY," $1,012 ", 370 ,00528,  ,  
ANES-CLO CHEST; NDLE BX PLEURA, $506 , 370 ,00522,  ,  
ANES-CLO RADS ULNA WRST/HND BN, $380 , 370 ,01820,  ,  
ANES-CLOS CHEST;PNEUMOCENTESIS, $506 , 370 ,00524,  ,  
ANES-CLOS CHST; MEDIASTNSCPY 1 LUNG," $1,392 ", 370 ,00529,  ,  
ANES-CLOS INVLV PUBIS/SI JNT, $506 , 370 ,01160,  ,  
ANES-CLOSED CHEST; NOS, $760 , 370 ,00520,  ,  
ANES-COMP UTIL CNTRL HYPOTENS, $500 , 370 ,99135,  ,  
ANES-COMP UTIL TOT BDY HYPOTHM, $500 , 370 ,99116,  ,  
ANES-COMPLICATD EMERG CONDITNS, $500 , 370 ,99140,  ,  
ANES-CRAN;BURR HOLES-VENTRICGR," $1,139 ", 370 ,00214,  ,  
ANES-DIAGNOS ARTRGRPH/VENOGRAP, $634 , 370 ,01916,  ,  
ANES-DIR CABG WO PUMP OXYGENTR," $3,164 ", 370 ,00566,  ,  
ANES-DX ARTHROSCOP SHLDR JNT, $506 , 370 ,01622,  ,  
ANES-DX ARTHROSCOPIC ELB JOINT, $380 , 370 ,01732,  ,  
ANES-DX ARTHROSCOPIC KNEE JNT, $380 , 370 ,01382,  ,  
ANES-DX ARTHROSCOPIC PROC WRST, $380 , 370 ,01829,  ,  
ANES-ESOPH THY TRACH;NOS 1YR/>, $760 , 370 ,00320,  ,  
ANES-ESOPH THYROID TRACH;BX, $380 , 370 ,00322,  ,  
ANES-EXTEN SPINE & SPINAL CORD," $1,645 ", 370 ,00670,  ,  
ANES-EXTERNAL CEPHALIC VERSION PROC, $772 , 370 ,01958,  ,  
ANES-FOR; PERINEAL PROSTATCTMY, $760 , 370 ,00908,  ,  
ANES-FOR;RADICAL PERINEAL PROC, $886 , 370 ,00904,  ,  
ANES-FORARM/HND CAST APPL/REMV, $380 , 370 ,01860,  ,  
ANES-HERN REP UP ABD;&/DEHISCE, $760 , 370 ,00752,  ,  
ANES-HERN REP UP ABD;OMPHALOCL, $886 , 370 ,00754,  ,  
ANES-HERN REP UP ABD;TRANSA BD, $886 , 370 ,00756,  ,  
ANES-HERN REP;VENTRL&INCI HERN, $760 , 370 ,00832,  ,  
ANES-HERN REPAIR NOS<37WK BRTH &<50WK, $760 , 370 ,00836,  ,  
ANES-HERN REPR NOS UNDER 1 YR, $634 , 370 ,00834,  ,  
ANES-HERNIA REPR LWR ABD; NOS, $506 , 370 ,00830,  ,  
ANES-HERNIA REPR UPPER ABD;NOS, $506 , 370 ,00750,  ,  
ANES-HRT PERIC SAC; WO OXYGNTR," $1,899 ", 370 ,00560,  ,  
ANES-HRT PERICRD SAC;OXY&ARRST," $3,164 ", 370 ,00563,  ,  
ANES-HRT PERICRD SAC;W/OXYGNTR," $2,531 ", 370 ,00562,  ,  
ANES-HRT PRICRD SAC;PMP OXYGNTR<1YR," $3,164 ", 370 ,00561,  ,  
ANES-HRT TPLNT/HRT/LUNG TPLNT," $2,531 ", 370 ,00580,  ,  
ANES-INTEG EXT TRNK PERIN; NOS, $380 , 370 ,00400,  ,  
ANES-INTEG EXT TRNK; BRST RECO, $634 , 370 ,00402,  ,  
ANES-INTEG EXT TRNK;CONVRT ARR, $506 , 370 ,00410,  ,  
ANES-INTEG-MUSC&NRV-HD-TRK;NOS, $634 , 370 ,00300,  ,  
ANES-INTRACRAN; NOS," $1,392 ", 370 ,00210,  ,  
ANES-INTRACRAN; PROC SIT POSTN," $1,645 ", 370 ,00218,  ,  
ANES-INTRACRAN; SKL FX-XTRADRL," $1,139 ", 370 ,00215,  ,  
ANES-INTRACRAN; SUBDURAL TAPS, $634 , 370 ,00212,  ,  
ANES-INTRACRAN; VASCULAR PROC," $1,899 ", 370 ,00216,  ,  
ANES-INTRACRAN;ELEC-COAG NERV, $760 , 370 ,00222,  ,  
ANES-INTRACRN;CEREBROS FL SHNT," $1,266 ", 370 ,00220,  ,  
ANES-INTRAORAL INCL BX; NOS, $634 , 370 ,00170,  ,  
ANES-INTRAORAL W/BX; EXC TUMOR, $760 , 370 ,00174,  ,  
ANES-INTRAORL INCL BX RAD SURG, $886 , 370 ,00176,  ,  
ANES-INTRAORL W/BX; RPR CLEFT, $760 , 370 ,00172,  ,  
ANES-INTRAPER LO W/LAP;RAD HYS," $1,012 ", 370 ,00846,  ,  
ANES-INTRAPER UP ABD W/LAP;NOS, $886 , 370 ,00790,  ,  
ANES-INTRAPER UP W/LAP;LVR TPL," $3,796 ", 370 ,00796,  ,  
ANES-INTRAPER UP W/LAP;PANCREA," $1,012 ", 370 ,00794,  ,  
ANES-INTRAPER W/LAP; TUBAL LIG, $760 , 370 ,00851,  ,  
ANES-INTRAPER W/LAP;GASTR REST," $1,012 ", 370 ,00797,  ,  
ANES-INTRAPER W/LAP;PELV EXENT," $1,012 ", 370 ,00848,  ,  
ANES-INTRAPER W/LAPARSCPY; NOS, $760 , 370 ,00840,  ,  
ANES-INTRAPER W/LAPSCPY; AMNIO, $616 , 370 ,00842,  ,  
ANES-INTRAPER;ABD-PERINL RESEC, $886 , 370 ,00844,  ,  
ANES-INTRAPR UP ABD W/LAP;HEPA," $1,645 ", 370 ,00792,  ,  
ANES-LARYNX&TRACH CHLD < 1 YR," $1,012 ", 370 ,00326,  ,  
ANES-LITH XTRACORP; W/WTR BATH, $886 , 370 ,00872,  ,  
ANES-LITH XTRACORP; WO WTR BTH, $886 , 370 ,00873,  ,  
ANES-LO INTEST ENDO-DIS TO DUO, $760 , 370 ,00810,  ,  
ANES-LO LEG CAST APP REMV/REPR, $380 , 370 ,01490,  ,  
ANES-LOWER ANT ABD WALL; NOS, $380 , 370 ,00800,  ,  
ANES-LUMB RGN; CHEMONUCLEOLYSI," $1,266 ", 370 ,00634,  ,  
ANES-LUMB RGN; DX/TX LUMB PUNC, $506 , 370 ,00635,  ,  
ANES-LW ANT ABD WALL;PANNICULE, $634 , 370 ,00802,  ,  
ANES-MAJ VES; INF VENA CAV LIG," $1,266 ", 370 ,00882,  ,  
ANES-MALE GENIT;INSRT PENL PRO, $506 , 370 ,00938,  ,  
ANES-MALE GENIT;ORCHIO UNI/BIL, $506 , 370 ,00930,  ,  
ANES-MALE GNT; RAD ORCHECT ABD, $760 , 370 ,00928,  ,  
ANES-MALE GNT; RAD ORCHECT ING, $506 , 370 ,00926,  ,  
ANES-MALE;RADL AMP PENIS-ING, $760 , 370 ,00934,  ,  
ANES-MALE;UNDES TESTIS UNI/BIL, $506 , 370 ,00924,  ,  
ANES-MANIP SPN/CLOS PROC SPINE, $380 , 370 ,00640,  ,  
ANES-NON-INVASIV IMAGNG/RAD TX, $886 , 370 ,01922,  ,  
ANES-NRV MUS BUR UP ARM&EL;NOS, $380 , 370 ,01710,  ,  
ANES-NRV MUS FAS BURS KNE&/POP, $506 , 370 ,01320,  ,  
ANES-NRV MUS FAS LG ANK&FT;NOS, $380 , 370 ,01470,  ,  
ANES-NRV MUS TEND FAS BURS SH, $634 , 370 ,01610,  ,  
ANES-NRV MUS UP ARM&ELB;TENOP, $634 , 370 ,01714,  ,  
ANES-NRV MUSC LEG&FT;GASTROC, $634 , 370 ,01474,  ,  
ANES-NRV MUSC LG&FT;REPR ACHIL, $634 , 370 ,01472,  ,  
ANES-NRV MUSC UP ARM&ELB;TENOD, $634 , 370 ,01716,  ,  
ANES-NSE&ACSS SINUS;BX SFT TIS, $506 , 370 ,00164,  ,  
ANES-NV MUS BUR UP ARM&EL;TENO, $634 , 370 ,01712,  ,  
ANES-OBTUR NEURECT EXTRAPELVIC, $380 , 370 ,01180,  ,  
ANES-OBTUR NEURECT INTRAPELVIC, $506 , 370 ,01190,  ,  
ANES-ON ESOPHAGUS," $1,899 ", 370 ,00500,  ,  
ANES-ON MAJOR ABD BLOOD VESSLS," $1,899 ", 370 ,00770,  ,  
ANES-ON VEINS OF SHLDR&AXILLA, $506 , 370 ,01670,  ,  
ANES-OP/SCP HUM SC AC&SHLD;NOS, $634 , 370 ,01630,  ,  
ANES-OPEN INVL HIP JOINT; NOS, $760 , 370 ,01210,  ,  
ANES-OPEN INVL HIP;DISARTIC," $1,266 ", 370 ,01212,  ,  
ANES-OPEN INVL HIP;TOT HIP REV," $1,266 ", 370 ,01215,  ,  
ANES-OPEN PROC INVLV PUBIS/SI," $1,012 ", 370 ,01170,  ,  
ANES-OPEN/SCOPE KNEE JNT; NOS, $506 , 370 ,01400,  ,  
ANES-OPN BNS LO LG ANK&FT;NOS, $380 , 370 ,01480,  ,  
ANES-OPN BNS LO LG;OST TIB FIB, $506 , 370 ,01484,  ,  
ANES-OPN BNS LO LG;RAD RES/AMP, $506 , 370 ,01482,  ,  
ANES-OPN BNS LO LG;TOT ANK RPL, $886 , 370 ,01486,  ,  
ANES-OPN HIP JNT;TOT HIP ARTHP," $1,266 ", 370 ,01214,  ,  
ANES-OPN REP FX PELV/COLUMN ACETAB," $1,519 ", 370 ,01173,  ,  
ANES-OPN UP 2/3 FEMUR;AMP, $634 , 370 ,01232,  ,  
ANES-OPN UP 2/3 FEMUR;NOS, $760 , 370 ,01230,  ,  
ANES-OPN UP 2/3 FEMUR;RADL RES," $1,012 ", 370 ,01234,  ,  
ANES-OPN/SCP ELB;EXC CYST/TUM, $634 , 370 ,01758,  ,  
ANES-OPN/SCP ELB;REP NON/MAL H, $634 , 370 ,01744,  ,  
ANES-OPN/SCP HUM AC&SHLD;REPL," $1,266 ", 370 ,01638,  ,  
ANES-OPN/SCP HUM SC AC&SHL;AMP," $1,899 ", 370 ,01636,  ,  
ANES-OPN/SCP HUM SC&SHLD;DISAR," $1,139 ", 370 ,01634,  ,  
ANES-OPN/SCP KNEE JNT;DISARTIC, $634 , 370 ,01404,  ,  
ANES-OPN/SCP KNEE JNT;TOT PLST, $886 , 370 ,01402,  ,  
ANES-OPN/SCP PROC ELB;OSTE HUM, $634 , 370 ,01742,  ,  
ANES-OPN/SCP PROC ELB;RADICAL, $760 , 370 ,01756,  ,  
ANES-OPN/SCP/ENDO WRST/HND;NOS, $380 , 370 ,01830,  ,  
ANES-OPN/SCP/ENDO WRST/HND;TOT, $760 , 370 ,01832,  ,  
ANES-OPN/SCPE ELB;TOT ELB REPL, $886 , 370 ,01760,  ,  
ANES-OPN/SURG SCP PROC ELB;NOS, $506 , 370 ,01740,  ,  
ANES-PART RIB RES; THORACOPLST," $1,266 ", 370 ,00472,  ,  
ANES-PART RIB RESEC; RADL PROC," $1,645 ", 370 ,00474,  ,  
ANES-PARTIAL RIB RESECTION;NOS, $760 , 370 ,00470,  ,  
ANES-PERM TRNS PACEMKR INSERTN, $506 , 370 ,00530,  ,  
ANES-PROC CLAV&SCAPL; RAD SURG, $760 , 370 ,00452,  ,  
ANES-PROC CLAVICLE&SCAPUL; NOS, $634 , 370 ,00450,  ,  
ANES-PROC LOWER POST ABD WALL, $634 , 370 ,00820,  ,  
ANES-PROC LUMB RGN; LUMB SYMPA, $886 , 370 ,00632,  ,  
ANES-PROC MAJ LOW ABD VES; NOS," $1,899 ", 370 ,00880,  ,  
ANES-PROC MAJ VESSELS NECK;NOS," $1,266 ", 370 ,00350,  ,  
ANES-PROC MAJ VESSL NECK; SMPL, $634 , 370 ,00352,  ,  
ANES-PROC MALE GNT; VASECT UNI/BIL, $380 , 370 ,00921,  ,  
ANES-PROC UP ANT ABD WALL; NOS, $380 , 370 ,00700,  ,  
ANES-PROC UPPER POST ABD WALL, $634 , 370 ,00730,  ,  
ANES-PROC VEINS LOWER LEG; NOS, $380 , 370 ,01520,  ,  
ANES-PT EXT AGE <1 YR & >70, $250 , 370 ,99100,  ,  
ANES-RADL TUMR PELV NO HNDQTR," $1,012 ", 370 ,01150,  ,  
ANES-SH CAST APP/REMV/REPR;NOS, $380 , 370 ,01680,  ,  
ANES-SHLDR CAST APPLC/REM;SPCA, $506 , 370 ,01682,  ,  
ANESTH CESAREAN DELIVERY ONLY," $1,079 ", 370 ,01961,  ,  
ANESTH DID NOT INVOLVE GENERAL/NEURAXIAL ANESTH, $25 , 999 ,4560F,  ,  
ANESTH PROC LUMBAR REGION; NOS," $1,012 ", 370 ,00630,  ,  
ANESTH VAGINAL +BX PROC NOS, $380 , 370 ,00940,  ,  
ANESTH VAGINAL DELIVERY ONLY, $772 , 370 ,01960,  ,  
ANESTHE PROC C-SPINE&CORD; NOS," $1,266 ", 370 ,00600,  ,  
ANESTHE PROC T-SPINE&CORD; NOS," $1,266 ", 370 ,00620,  ,  
ANESTHESIA," $2,500 ", 370 ,W0003,  ,  
ANESTHESIA CLEFT LIP INVOLVING PLASTIC REPAIR, $506 , 370 ,00102,  ,  
ANESTHESIA ELECTROCONVULSIVE THERAPY, $506 , 370 ,00104,  ,  
ANESTHESIA EXTERNAL MIDDLE & INNER EAR W/BX NO, $506 , 370 ,00120,  ,  
ANESTHESIA EYE IRIDECTOMY, $506 , 370 ,00147,  ,  
ANESTHESIA EYE LENS SURGERY, $506 , 370 ,00142,  ,  
ANESTHESIA EYE NOT OTHERWISE SPECIFIED, $506 , 370 ,00140,  ,  
ANESTHESIA EYE OPHTHALMOSCOPY, $506 , 370 ,00148,  ,  
ANESTHESIA EYE VITREORETINAL SURGERY, $506 , 370 ,00145,  ,  
ANESTHESIA EYELID RECONSTRUCTIVE PROCEDURE, $506 , 370 ,00103,  ,  
ANESTHESIA FOR; ANORECTAL PROC, $506 , 370 ,00902,  ,  
ANESTHESIA FOR; VULVECTOMY, $506 , 370 ,00906,  ,  
ANESTHESIA INTERPELVIABD AMPUT," $1,899 ", 370 ,01140,  ,  
ANESTHESIA MALE GENITALIA; NOS, $380 , 370 ,00920,  ,  
ANESTHESIA NOSE & ACCESSORY SINUSES NOS, $506 , 370 ,00160,  ,  
ANESTHESIA PERQ IMG GID SPINE DIAGNOSTIC, $634 , 370 ,01935,  ,  
ANESTHESIA PERQ IMG GID SPINE THERAPEUTIC, $634 , 370 ,01936,  ,  
ANESTHESIA PROC BONY PELVIS, $760 , 370 ,01120,  ,  
ANESTHESIA SALIVARY GLANDS WITH BIOPSY, $506 , 370 ,00100,  ,  
"ANESTHESIA, STERNAL DEBRIDEMNT"," $1,266 ", 370 ,00550,  ,  
ANES-THORACIC;THORACOLUM SYMPA," $1,645 ", 370 ,00622,  ,  
ANES-THORACOT ; DECORTICATION," $1,899 ", 370 ,00542,  ,  
ANES-THORACOT ; NOS," $1,645 ", 370 ,00540,  ,  
ANES-THORACOT LUNGS;INTRATHOR," $1,899 ", 370 ,00548,  ,  
ANES-THORACOT LUNGS;THORACOPLA," $1,899 ", 370 ,00546,  ,  
ANES-THORACOT;UTIL 1 LUNG VENT," $1,899 ", 370 ,00541,  ,  
ANES-TRACHEOBRONCHL RECONSTRCT," $2,277 ", 370 ,00539,  ,  
ANES-TRANSURETHRAL ; NOS, $380 , 370 ,00910,  ,  
ANES-TRANSURETHRAL ; TURP, $634 , 370 ,00914,  ,  
ANES-TRNS INSRT/REPL PAC DEFIB, $886 , 370 ,00534,  ,  
ANES-TRNSURETH;POST RESEC BLEE, $634 , 370 ,00916,  ,  
ANES-TRNSURETH;RESEC BLAD TUMR, $634 , 370 ,00912,  ,  
ANES-TRNSURETH;W/MAN&/REM CALC, $634 , 370 ,00918,  ,  
