Itemcode,Description,CDM Revenue Code,CDM Hcpcs,CDM Modifier,Gross Charge,Cash Price,SHS OUTPATIENT [108130006],Note
30112011,HC ASSAY OF TRANSFERRIN,301,84466,,$151.00,$105.70,,
30112014,HC ASSAY OF MAGNESIUM,301,83735,,$79.00,$55.30,,
30112038,HC SEX HORMONE BINDING GLOBULIN SHBG,301,84270,,$256.00,$179.20,,
30112042,HC ASSAY OF CREATININE,301,82565,,,$0.00,,
30112068,HC GTT-ADDED SAMPLES,301,82952,,,$0.00,,
30112072,HC PHOSPHORUS URINE,301,84105,,$62.00,$43.40,,
30112077,HC OXALATE,301,83945,,$152.00,$106.40,,
30112106,HC BLOOD FOLIC ACID SERUM,301,82746,,$174.00,$121.80,,
30112142,HC HEMOGLOBIN CHROMOTOGRAPHY,301,83021,,$213.00,$149.10,,
30112148,HC DHEA,301,82626,,$298.00,$208.60,,
30112216,HC TRIGLYCERIDES,301,84478,,$68.00,$47.60,,
30112219,HC ASSAY OF COPPER,301,82525,,$127.00,$88.90,,
30112274,HC PHENCYCLIDINE,301,83992,,$174.00,$121.80,,
30112296,HC PROTEINASE 3 ANTIBODY,301,83516,,,$0.00,,
30112303,HC LDH,301,83615,,$71.00,$49.70,,
30112376,HC PKU,301,84030,,$64.00,$44.80,,
30112396,HC GLUCOSE GESTATIONAL SCREEN,301,82950,,,$0.00,,
30112538,HC URIC ACID BODY FLUID,301,84560,,$56.00,$39.20,,
30112557,HC IMMUNOASSAY ANALYTE QUANTITATIVE NOS,301,83520,,$152.00,$106.40,,
30112699,HC CATECHOLAMINES FRACT -24HR UR,301,82384,,$205.00,$143.50,,
30112702,HC CHLORIDE-BODY FLUID,301,82438,,$45.00,$31.50,,
30112705,HC CREATININE (24HR UR),301,82570,,$62.00,$43.40,,
30112750,HC MYOGLOBIN (SERUM),301,83874,,$152.00,$106.40,,
30112754,HC OCCULT BLOOD (STOOL),301,82270,,,$0.00,,
30112758,HC POTASSIUM (24HR UR),301,84133,,$51.00,$35.70,,
30112852,HC ALPHA FETOPROTEIN-MATERNAL,301,82105,,$197.00,$137.90,,
30112873,HC AMINO ACIDS-URINE 24HR (COH),301,82139,,,$0.00,,
30113033,HC GASES BLOOD PH DIRECT MEAS XCPT PULSE OXIMITRY,301,82805,,$287.00,$200.90,,
30113049,"HC BLOOD, OCCULT, FECES",301,82270,,$39.97,$27.98,,**
30113076,"HC CALCIUM, URINE",301,82340,,$71.00,$49.70,,
30113366,HC GLUCOSE (CSF),301,82945,,$46.00,$32.20,,
30113402,HC GONADOTROPIN CHORIONIC HCG QUANT,301,84702,,$177.00,$123.90,,
30113409,HC HCG QUANTITATIVE,301,84702,,,$0.00,,
30113504,HC IMMUNOGLOBULIN A (IGA),301,82784,,$110.00,$77.00,,
30113514,HC IMMUNOGLOBULIN M (IGM),301,82784,,$110.00,$77.00,,
30113660,HC MS-ALBUMIN SERUM,301,82040,,,$0.00,,
30113718,HC OLIGOCL BANDS CSF/SERUM (OLIGB),301,83916,,$164.00,$114.80,,
30113827,HC PROTEIN-UR RANDOM,301,84156,,$43.00,$30.10,,
30113892,HC CHEMILUMINESCENT ASSAY,301,82397,,$154.00,$107.80,,
30113935,HC IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY,301,83519,,$150.00,$105.00,,
30114149,HC TESTOSTERONE -TOTAL,301,84403,,,$0.00,,
30114160,HC ASSAY OF THYROGLOBULIN,301,84432,,$189.00,$132.30,,
30114176,HC TISSUE TRANSGLUTAMINASE,301,83516,,$136.00,$95.20,,
30210145,HC IMMUNOASSAY ANALYTE QUANTITATIVE,300,83519,,,$0.00,,
30710011,HC FATS/LIPIDS FECES QUAL,300,82705,,$55.00,$38.50,,
30710020,HC PH (STOOL),300,83986,,$35.00,$24.50,,
30013005,HC DEHYDROEPIANDROSTERONE,300,82627,,$262.00,$183.40,,
30013049,HC SELENIUM,300,84255,,$301.00,$210.70,,
30013061,HC ASSAY LIPOPROTEIN PLA2,300,83698,,,$0.00,,
30013086,HC PROCALCITONIN,300,84145,,$315.00,$220.50,,
30014801,HC ESTRIOL LEVEL,300,82677,,$285.00,$199.50,,
30015059,HC LIPOPROTEIN HDL,301,83718,,$97.00,$67.90,,
30016274,HC BLOOD GAS PH ONLY POCT,301,82800,,$78.00,$54.60,,
30110185,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL #,301,84182,,,$0.00,,
30110316,HC ASSAY OF HOMOVANILLIC ACID,301,83150,,$83.00,$58.10,,
30110319,HC ELASTASE PANCREATIC FECAL QUAL/SEMI-QUAN,301,82656,,$136.00,$95.20,,
30110336,HC POTASSIUM SERUM PLASMA/WHOLE BLOOD POCT,301,84132,,$54.00,$37.80,,
30110486,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL,301,84182,,,$0.00,,
30110489,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL,301,84182,,,$0.00,,
30110745,HC HEAVY METAL QUANTIATIVE EACH NES #,301,83018,,$190.00,$133.00,,
30110791,HC  HEMOGLOBIN F FETAL QUALITATIVE,301,83033,,$62.00,$43.40,,
30110794,HC ASSAY OF HAPTOGLOBIN QUANTITATIVE,301,83010,,$148.00,$103.60,,
30112017,HC THYROID STIMULATING HORMONE TSH,301,84443,,$197.00,$137.90,,
30112022,HC ALPHA-1-ANTITRYPSIN TOTAL,301,82103,,$159.00,$111.30,,
30112027,"HC ASSAY OF CALCIUM, IONIZED",301,82330,,$161.00,$112.70,,
30112054,HC CORTISOL FREE,301,82530,,$196.00,$137.20,,
30112087,HC ASSAY OF ETHYLENE GLYCOL,301,82693,,$108.00,$75.60,,
30112112,HC ASSAY OF IRON,301,83540,,$77.00,$53.90,,
30112158,HC PHOSPHATASE ALKALINE,301,84075,,$62.00,$43.40,,
30112162,HC TRANSFERASE (AST) (SGOT),301,84450,,$62.00,$43.40,,
30112166,HC VITAMIN B-12,301,82607,,$178.00,$124.60,,
30112226,HC RECEPTOR ASSAY NON ENDOCRINE,301,84238,,$351.00,$245.70,,
30112251,HC CHOLESTEROL,301,82465,,$52.00,$36.40,,
30112314,HC TOTAL PROTEIN,301,84155,,$43.00,$30.10,,
30112325,HC CORTISOL,301,82533,,$192.00,$134.40,,
30112336,HC TESTOSTERONE,301,84403,,$304.00,$212.80,,
30112412,HC SPECTROPHOTOMETRY ANALYT NOT ELSEWHERE SPECIFIED,301,84311,,$83.00,$58.10,,
30112436,HC PCP CONFIRM QUANT (ARUP),301,83992,,,$0.00,,
30112474,HC CEA BODY FLUID,301,82378,,$223.00,$156.10,,
30112601,"HC IMMUNOGLOBULIN, IGA",301,82784,,$53.96,$37.77,,**
30112655,HC PTH,301,83970,,$486.00,$340.20,,
30112661,HC TSH(THYROID STIMULATING HORMONE),301,84443,,$197.00,$137.90,,
30112708,HC CREATININE;OTHER SOURCE,301,82570,,,$0.00,,
30112716,HC GLUCOSE (BODY FLUID),301,82945,,$46.00,$32.20,,
30112773,HC SODIUM (24HR UR),301,84300,,$57.00,$39.90,,
30112778,HC UREA NITROGEN-24 HR URINE,301,84540,,$55.00,$38.50,,
30112812,HC ACTYCHOLINE RCPTR BLOCKNG AB,301,83519,,,$0.00,,
30112907,HC IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP,301,83516,,,$0.00,,
30112918,HC ARSENIC (BLOOD),301,82175,,$172.00,$120.40,,
30112989,HC ASSAY PROTEIN E-PHORESIS SERUM,301,84165,,$126.00,$88.20,,
30113140,HC CORTISOL (AM),301,82533,,,$0.00,,
30113157,HC CPK W/REFLEX,301,82550,,$77.00,$53.90,,
30113418,HC HEMOGLOBIN CHROMOTOGRAPHY A2,301,83021,,$213.00,$149.10,,
30113424,HC HEMOGLOBIN-PLASMA,301,83051,,$86.00,$60.20,,
30113566,"HC LEAD, PEDIATRIC",301,83655,,$142.00,$99.40,,
30113581,HC MAGNESIUM (24HR UR),301,83735,,$79.00,$55.30,,
30113595,HC MANGANESE,301,83785,,$289.00,$202.30,,
30113727,HC ORGANIC ACIDS QUANT EACH,301,83918,,$194.00,$135.80,,
30113779,HC POTASSIUM (RANDOM UR),301,84133,,$51.00,$35.70,,
30113800,HC PROSTATIC SPECIFIC AG,301,84153,,$217.00,$151.90,,
30113986,HC IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP,301,83516,,,$0.00,,
30114102,HC SODIUM-BODY FLUID,301,84302,,$57.00,$39.90,,
30114179,"HC TISSUE TRANSGLUTAMINASE,IGA",301,83516,,,$0.00,,
30114195,HC TRIGLYCERIDES (BODY FLUID),301,84478,,$68.00,$47.60,,
30114230,HC URIC ACID URINE RANDOM,301,84560,,$56.00,$39.20,,
31010048,HC CALCULUS QUANTITATIVE ANALYSIS CHEMICAL,300,82360,,$152.00,$106.40,,
30013018,HC ASSAY OF ACTH,300,82024,,$432.00,$302.40,,
30013023,HC ASSAY OF 5-HIAA,300,83497,,$152.00,$106.40,,
30013189,HC GLIADIN AB IGG,300,83516,,$136.00,$95.20,,
30013693,HC ZINC PROTO (ZPP) BLOOD,300,84202,,$169.00,$118.30,,
30015342,HC KAPPA QT FR LT CHAINS,300,83883,,$161.00,$112.70,,
30015613,HC OCCULT BLOOD GASTRIC,300,82271,,$39.00,$27.30,,
30110084,HC PROTEIN ELECTROP FXJ&QUAN OTH FLUS CONCENTRATI #,301,84166,,$210.00,$147.00,,
30110220,HC DIHYDROTESTOSTERONE (DHT),301,82642,,$316.00,$221.20,,
30110322,HC ASSAY OF BLOOD/URIC ACID,301,84550,,$54.00,$37.80,,
30110328,HC ASSAY OF FERRITIN,301,82728,,$161.00,$112.70,,
30110342,HC ASSAY OF LACTATE POCT,301,83605,,$126.00,$88.20,,
30110345,HC GASES BLOOD PH ONLY POCT,301,82800,,$78.00,$54.60,,
30110348,HC POTASSIUM SERUM PLASMA/WHOLE BLOOD POCT,301,84132,,$54.00,$37.80,,
30110458,HC OTHER SOURCE ALBUMIN QUANTITATIVE EACH SPECIMEN,301,82042,,$62.00,$43.40,,
30110462,HC PREGNANCY-ASSOCIATED PLASMA PROTEIN-A,301,84163,,,$0.00,,
30110566,HC GLUCOSE POST GLUCOSE DOSE,301,82950,,$56.00,$39.20,,
30112004,HC OCCULT BLOOD FECES,301,82270,QW,,$0.00,,
30112007,HC PROTEIN ELECTROPHORESIS OTHER FLUIDS,301,84166,,$210.00,$147.00,,
30112034,HC ASSAY OF FETAL FIBRONECTIN,301,82731,,$758.00,$530.60,,
30112039,HC ASSAY OF VITAMIN A,301,84590,,$137.00,$95.90,,
30112065,HC THYROXINE FREE,301,84439,,$104.00,$72.80,,
30112069,HC ASSAY OF ESTRADIOL,301,82670,,$329.00,$230.30,,
30112090,HC ASSAY OF LIPOPROTEIN(A),301,83695,,$152.00,$106.40,,
30112101,HC LACTATE (LD) (LDH) ENZYME,301,83615,,$71.00,$49.70,,
30112122,HC ASSAY OF LDH ENZYMES,301,83625,,$151.00,$105.70,,
30112126,HC BLOOD PH,301,82800,,$78.00,$54.60,,
30112193,HC ASSAY TRIIODOTHYRONINE (T3),301,84480,,$167.00,$116.90,,
30112211,HC ASSAY OF ESTRIOL,301,82677,,$285.00,$199.50,,
30112259,HC CREATININE CLEARANCE,301,82575,,$111.00,$77.70,,
30112278,HC ASSAY TEST FOR BLOOD FECAL,301,82274,,$188.00,$131.60,,
30112351,HC ASSAY OF URINE ALBUMIN,301,82042,,$62.00,$43.40,,
30112366,HC IMMUNOGLOBULIN E (IGE),301,82785,,$194.00,$135.80,,
30112485,HC ARSENIC QUANTITATIVE,301,82175,,$172.00,$120.40,,
30112528,HC PREGNANCY ASSOCIATED PLASMA PROTEIN A (PAPP A),301,84163,,$177.00,$123.90,,
30112684,HC ASSAY OF URINE CREATININ,301,82570,,$62.00,$43.40,,
30112697,HC CALCIUM (24HR UR),301,82340,,$71.00,$49.70,,
30112700,HC CHLORIDE - 24 HR URINE,301,82436,,$59.00,$41.30,,
30112723,HC HCG (QUANTITATIVE),301,84702,,$177.00,$123.90,,
30112737,HC LUTEINIZING HORMORE (LH),301,83002,,$205.00,$143.50,,
30112751,HC MYOGLOBIN (UR),301,83874,,$152.00,$106.40,,
30112845,HC ALKALINE PHOSPHATE BONE SPECIFIC,301,84080,,$175.00,$122.50,,
30112849,HC ALPHA FETOPROTEIN MATERNAL,301,82105,,,$0.00,,
30112995,"HC ASSAY(PSA),TOTAL",301,84153,,$217.00,$151.90,,
30113025,"HC BILIRUBIN, TOTAL",301,82247,,$55.00,$38.50,,
30113040,HC BLOOD GASES PH PO2 PCO2 2,301,82803,,$144.00,$100.80,,
30113177,HC CSF IGG,301,82784,,$110.00,$77.00,,
30113360,HC GLOMERULAR BASE MEMBRAN AB-IGG,301,83516,,$136.00,$95.20,,
30113367,HC GLUCOSE (OF PANEL),301,82947,,,$0.00,,
30113481,HC IGG IMMGLOB,301,82784,,$110.00,$77.00,,
30113488,"HC IMMUNO ASSAY ANALYTE, QUANT NOS",301,83520,,$152.00,$106.40,,
30113496,HC IMMUNOASSAY NON-RIA,301,83520,,$152.00,$106.40,,
30113605,HC MERCURY BLD,301,83825,,$192.00,$134.40,,
30113641,HC MICROALBUMIN (24HR UR),301,82043,,$68.00,$47.60,,
30113813,HC PROTEIN ELECTROPHORESIS-24 HR,301,84166,,$210.00,$147.00,,
30113821,HC PROTEIN OTH (24HR UR),301,84157,,$43.00,$30.10,,
30113847,HC PTH RELATED PROTEIN,301,82397,,$154.00,$107.80,,
30114119,HC STRIATIONAL (STR MUSCLE) ABS,301,83520,,$152.00,$106.40,,
30114138,HC T4,301,84436,,$81.00,$56.70,,
30114150,"HC TESTOSTERONE,FREE",301,84402,,$300.00,$210.00,,
30114263,"HC VITD 25-HYDR D2,D3 LCMS(VITD23)",301,82306,,$349.00,$244.30,,
30210142,HC IGG SUBCLASSES ADD CHG,300,82787,,$50.00,$35.00,,
30210151,HC LAMELLAR BODIES,300,83664,,$222.00,$155.40,,
30013033,HC ASSAY OF IGE,300,82785,,$194.00,$135.80,,
30013039,HC ASSAY CARBOXYHB QUANT,300,82375,,$146.00,$102.20,,
30013057,HC ZINC,300,84630,,$125.00,$87.50,,
30014479,HC COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC,300,82542,,$213.00,$149.10,,
30015927,HC SEX HORMONE BINDING GLOBU,300,84270,,$256.00,$179.20,,
30110140,HC POTASSIUM HYDROXIDE PREPS,301,Q0112,,$51.00,$35.70,,
30110314,HC THROMBOXANE METABOLITE W/WO THROMBOXANE URINE,301,84431,,$197.00,$137.90,,
30110331,HC CARBON DIOXIDE BICARBONATE POCT,301,82374,,$58.00,$40.60,,
30110334,HC CHLORIDE BLD POCT,301,82435,,$54.00,$37.80,,
30110440,HC CALCIUM IONIZED POCT,301,82330,,$161.00,$112.70,,
30110443,HC BLOOD GASES ANY COMBINATION PH PCO2 PO2 CO2 HCO3 POCT,301,82803,,$144.00,$100.80,,
30110447,HC GONADOTROPIN CHORIONIC QUALITATIVE POCT,301,84703,,$88.00,$61.60,,
30110466,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL,301,84182,,$213.00,$149.10,,
30110470,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL,301,84182,,,$0.00,,
30110504,HC NATRIURETIC PEPTIDE,301,83880,,$399.00,$279.30,,
30110747,HC HEMOGLOBIN FRACTJ/QUANTJ CHROMOTOGRAPHY #,301,83021,,$213.00,$149.10,,
30112012,HC SOMATOMEDIN,301,84305,,$250.00,$175.00,,
30112015,HC ASSAY OF BLOOD CHLORIDE,301,82435,,$54.00,$37.80,,
30112018,HC ASSAY OF BLOOD LIPOPROTEIN,301,83721,,$112.00,$78.40,,
30112043,HC BILIRUBIN DIRECT,301,82248,,$55.00,$38.50,,
30112048,HC TESTOSTERONE FREE,301,84402,,$300.00,$210.00,,
30112073,HC PROLACTIN,301,84146,,$229.00,$160.30,,
30112079,HC VIT D 1 25-DIHYDROXY,301,82652,,$453.00,$317.10,,
30112104,HC ALANINE AMINO (ALT) (SGPT),301,84460,,$63.00,$44.10,,
30112107,HC ASSAY PHOSPHORUS,301,84100,,$56.00,$39.20,,
30112110,HC ASSAY OF ERYTHROPOIETIN,301,82668,,$221.00,$154.70,,
30112143,HC PROINSULIN,301,84206,,$209.00,$146.30,,
30112154,HC FETAL HEMOGLOBIN ASSAY QUAL,301,83033,,$62.00,$43.40,,
30112159,HC ASSAY OF LIPASE,301,83690,,$81.00,$56.70,,
30112217,HC ASSAY CREATININE,301,82565,,$60.00,$42.00,,
30112220,HC ASSAY OF ESTROGEN,301,82672,,$256.00,$179.20,,
30112298,HC AMYLASE,301,82150,,$77.00,$53.90,,
30112306,HC ACYLCARNITINES QUANT,301,82017,,$65.00,$45.50,,
30112390,HC RIA NONANTIBODY,301,83519,,$150.00,$105.00,,
30112419,"HC ASSAY OF LIPASE, BODY FLUID",301,83690,,$81.00,$56.70,,
30112549,"HC ANTI GLIADIN B, IGA",301,83516,,,$0.00,,
30112590,HC GLUTAMIC ACID DECARBOXY AB,301,83516,,,$0.00,,
30112635,HC PTH INTACT,301,83970,,$486.00,$340.20,,
30112703,HC CHLORIDE-URINE RANDOM,301,82436,,$59.00,$41.30,,
30112706,HC CREATININE (BODY FLUID),301,82570,,$62.00,$43.40,,
30112755,HC OSMOLALITY (UR),301,83935,,$76.00,$53.20,,
30112759,HC POTASSIUM(K),301,84132,,$54.00,$37.80,,
30112774,HC SODIUM (RANDOM UR),301,84300,,$57.00,$39.90,,
30112856,HC ALT/SGPT,301,84460,,$63.00,$44.10,,
30112876,"HC AMNIOTIC FLUID SCAN, BILIRUBIN - DELTA 450",301,82143,,$81.00,$56.70,,
30112909,HC ANTI-GLIADIN IGA,301,83516,,$136.00,$95.20,,
30113053,HC BUN PRE DIALYSIS,301,84520,,,$0.00,,
30113123,HC CITRIC ACID (24HR UR),301,82507,,$322.00,$225.40,,
30113403,HC GONADOTROPIN(FSH),301,83001,,$202.00,$141.40,,
30113412,HC HCG QUANTITATIVE,301,84702,,$177.00,$123.90,,
30113506,HC IMMUNOGLOBULIN A-IGA,301,82784,,,$0.00,,
30113541,HC LACTATE (LACTIC ACID) POCT,301,83605,,$126.00,$88.20,,
30113694,HC NEONATAL 17-HOP,301,83498,,$319.00,$223.30,,
30113720,HC OLIGOCLONAL BANDS,301,83916,,$164.00,$114.80,,
30113729,HC OSMOLALITY (STOOL),301,83935,,$76.00,$53.20,,
30113897,HC IMMUNOASSAY ANALYTE QUANTITATIVE NOS,301,83520,,$152.00,$106.40,,
30113976,"HC GAMMAGLOBULIN,EA",301,82784,,$110.00,$77.00,,
30114174,HC TISS TRANSGLUT ANTIBODY IGA,301,83516,,,$0.00,,
30114177,HC TISSUE TRANSGLUTAMINASE AB IGG/A,301,83516,,$136.00,$95.20,,
30013008,HC OCCULT BLD FECES 1-3 TESTS,300,82272,,$39.00,$27.30,,
30013013,HC ASSAY OF C-PEPTIDE,300,84681,,$245.00,$171.50,,
30013080,HC LIPOPROTEIN BLD BY NMR,300,83704,,$175.00,$122.50,,
30013109,HC PREGNENOLONE,300,84140,,$244.00,$170.80,,
30015065,HC HELICO PYLORI BREATH TEST,300,83013,,$792.00,$554.40,,
30015358,HC LACTOFERRIN FECAL QUALITATIVE,306,83630,,,$0.00,,
30110077,HC URIC ACID BLOOD,301,84550,,$54.00,$37.80,,
30110193,HC ASSAY OF TESTOSTERONE FREE #,301,84402,,$300.00,$210.00,,
30110317,HC COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC,301,82542,,$213.00,$149.10,,
30110320,HC UNLISTED CHEMISTRY PROCEDURE,301,84999,,$146.00,$102.20,,
30110337,HC SODIUM SERUM PLASMA OR WHOLE BLOOD POCT,301,84295,,$57.00,$39.90,,
30110343,HC BLOOD GASES ANY COMBINATION PH PCO2 PO2 CO2 HCO3 POCT,301,82803,,$144.00,$100.80,,
30110452,HC COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC,301,82542,,,$0.00,,
30110487,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL,301,84182,,,$0.00,,
30110491,HC PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL,301,84182,,,$0.00,,
30110803,HC LACTOFERRIN FECAL QUANTITATIVE,301,83631,,$231.00,$161.70,,
30112023,HC BILIRUBIN TOTAL,300,82247,,$55.00,$38.50,,
30112051,HC RENIN,301,84244,,$259.00,$181.30,,
30112058,HC OSMOLALITY BLOOD,301,83930,,$78.00,$54.60,,
30112084,HC PYRIDOXAL PHOSPHATE VITAMIN B 6,301,84207,,$204.00,$142.80,,
30112114,HC FREE ASSAY (FT-3),301,84481,,$86.00,$60.20,,
30112117,HC IRON BINDING TEST,301,83550,,$104.00,$72.80,,
30112169,HC CREATININE CLEARANCE TEST,301,82575,,$111.00,$77.70,,
30112175,HC TOCOPHEROL ALPHA VITAMIN E,301,84446,,$167.00,$116.90,,
30112254,HC ASSAY OF CHROMIUM,301,82495,,$57.00,$39.90,,
30112316,HC ASSAY OF APOLIPOPROTEIN EACH,301,82172,,$182.00,$127.40,,
30112329,HC GLUCOSE,301,82947,,$46.00,$32.20,,
30112338,HC AMINO ACIDS QUANTITATIVE,301,82136,,$65.00,$45.50,,
30112475,HC LEAD QUANTITATIVE,301,83655,,$142.00,$99.40,,
30112659,HC TROPONIN I,301,84484,,$117.00,$81.90,,
30112668,HC ALBUMIN - OTHER,301,82042,,$62.00,$43.40,,
30112691,HC ASSAY TRIGLYCERIDES,301,84478,,$68.00,$47.60,,
30112712,HC GLYCATED PROTEIN FRUCTOSAMINE,301,82985,,$138.00,$96.60,,
30112720,HC GLUCOSE TOLERANCE EA ADDL BEYOND 3 SPECIMENS,301,82952,,$33.00,$23.10,,
30112728,HC IMMUNOGLB IGG (CSF),301,82784,,$110.00,$77.00,,
30112779,HC URIC ACID (24HR UR),301,84560,,$56.00,$39.20,,
30112817,HC AFP AMNIOTIC FLUID REFLEXIVE,301,82106,,$197.00,$137.90,,
30112938,HC ASSAY C-D TRANSFER MEASURE,301,82373,,$155.00,$108.50,,
30112990,HC ASSAY UREA NITROGEN,301,84520,,,$0.00,,
30113142,HC CORTISOL (PM),301,82533,,,$0.00,,
30113159,HC CREATINE,301,82540,,$55.00,$38.50,,
30113309,HC FECAL FAT QUANT,301,82710,,$199.00,$139.30,,
30113421,HC HEMOGLOBIN FR QUANT,301,83021,,,$0.00,,
30113464,HC HSV WESTERN BLOT,301,84181,,$201.00,$140.70,,
30113486,HC IG-M SERUM,301,82784,,,$0.00,,
30113586,HC MAGNESIUM LEVEL,301,83735,,$79.00,$55.30,,
30113596,HC MASS SPEC TNDM MS NES,301,83789,,$208.16,$145.71,,**
30113790,HC IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP,301,83516,,$136.00,$95.20,,
30113803,HC PROTEIN (24HR UR),301,84156,,$43.00,$30.10,,
30113814,HC PROTEIN ELECTROPHORESIS-SERUM,301,84165,,$126.00,$88.20,,
30114061,HC ASSAY OF NEPHELOMETRY EACH ANALYTE NES #,301,83883,,$161.00,$112.70,,
30114105,HC SPECTOPHOTOMETRY,301,84311,,$83.00,$58.10,,
30114120,HC SULFASALAZINE LEVEL,301,84311,,$83.00,$58.10,,
30114201,HC TROPONIN-T,301,84484,,$117.00,$81.90,,
30114244,HC UW 1 TRIMESTER -,301,84702,,,$0.00,,
30114407,HC TESTOSTERONE BIOAVAILABLE,301,84410,,$492.00,$344.40,,
30210104,HC GAMMAGLOBULIN IGA,300,82784,,$110.00,$77.00,,
30110324,HC ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2,301,80335,,$640.00,$448.00,,
30110497,HC DRUG SCREENING METHADONE,301,80358,,,$0.00,,
30110550,HC DRUG SCREENING BENZODIAZEPINES 13 OR MORE,301,80347,,$640.00,$448.00,,
30110553,HC DRUG SCREENING COCAINE,301,80353,,$640.00,$448.00,,
30110668,HC DRUG SCREENING COCAINE,301,80353,,$640.00,$448.00,,
30110673,HC DRUG SCREENING METHADONE,301,80358,,$640.00,$448.00,,
30114302,HC ANALGESICS NON-OPIOID 1 OR 2 ACETAMINOPHEN,301,80329,,$640.00,$448.00,,
30114373,HC DRUG SCREEN AMPHETAMINES,301,80324,,,$0.00,,
30114380,"HC DRUG TEST PRSMV OPTICAL INSTRMNT, PER DOS",301,80306,,$160.00,$112.00,,
30114383,"HC DRUG TEST PRSMV CHEM ANLYZR, ALCOHOL, PER DOS",301,80307,,$639.00,$447.30,,
30110128,HC DRUG SCREEN QUANT CLOZAPINE,301,80159,,$202.00,$141.40,,
30110131,HC DRUG SCREEN QUAN LAMOTRIGINE,301,80175,,$145.00,$101.50,,
30110134,HC DRUG SCRN QUANT OXCARBAZEPIN,301,80183,,$118.00,$82.60,,
30110148,HC DEFINITIVE DRUGS EXCLUDE IA AND ENZYME METHODS  PER DAY 1-7 DRUGS,301,G0480,,$640.00,$448.00,,
30110212,HC DRUG SCREENING METHYLENEDIOXYAMPHETAMINES #,301,80359,,,$0.00,,
30110238,HC DRUG ASSAY ADALIMUMAB CDM,301,80145,,$148.00,$103.60,,
30110241,HC DRUG ASSAY LACOSAMIDE CDM,301,80235,,$148.00,$103.60,,
30110459,HC DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 1 OR 2,301,80321,,,$0.00,,
30110463,HC DRUG SCREENING COCAINE,301,80353,,,$0.00,,
30110495,HC DRUG SCREENING BUPRENORPHINE,301,80348,,,$0.00,,
30110501,HC DRUG SCREENING OPIATES 1 OR MORE,301,80361,,$640.00,$448.00,,
30110505,HC DRUG SCREENING OXYCODONE,301,80365,,,$0.00,,
30110508,HC DRUG SCREENING PROPOXYPHENE,301,80367,,,$0.00,,
30110511,HC DRUG SCREEN QUANT AMPHETAMINES 1 OR 2,301,80324,,,$0.00,,
30110516,HC DRUG SCREENING COCAINE,301,80353,,,$0.00,,
30110555,HC DRUG SCREENING METHADONE,301,80358,,$640.00,$448.00,,
30110636,HC ALCOHOLS BIOMARKERS 1OR 2,301,80321,,$640.00,$448.00,,
30110650,HC ANTIDEPRESSANT TRICYCLIC 1/2,301,80335,,$640.00,$448.00,,
30110661,HC BENZODIAZEPINES1-12,301,80346,,$640.00,$448.00,,
30110676,HC OPIATES 1 OR MORE,301,80361,,$640.00,$448.00,,
30110680,HC DRUG SCREENING OXYCODONE,301,80365,,$640.00,$448.00,,
30110688,HC DRUG SCREENING TRAMADOL,301,80373,,,$0.00,,
30110716,HC DRUG CONFIRMATION THC,301,80349,,$640.00,$448.00,,
30114313,HC ASSAY OF OPIATES,301,80361,,$640.00,$448.00,,
30114336,HC ASSAY OF AMITRIPTYLINE,301,80335,,$640.00,$448.00,,
30114348,HC ASSAY OF BARBITURATES,301,80345,,$640.00,$448.00,,
30114352,HC ASSAY OF METHADONE,301,80358,,$640.00,$448.00,,
30114382,"HC DRUG TEST PRSMV CHEM ANLYZR, ACETAMINOPHEN, PER DOS",301,80307,,$639.00,$447.30,,
30114387,"HC DRUG TEST PRSMV CHEM ANLYZR, PER DOS",301,80307,,$639.00,$447.30,,
30114391,"HC DRUG TEST PRSMV CHEM ANLYZR, MECONIUM, PER DOS",301,80307,,$639.00,$447.30,,
30114395,"HC DRUG TEST PRSMV CHEM ANLYZR, NONCHROMO DRUGS OF ABUSE 12, PER DOS",301,80307,,,$0.00,,
30114404,"HC DRUG TEST PRSMV CHEM ANLYZR, THC URINE, PER DOS",301,80307,,,$0.00,,
