Procedure_Description,CPT_Code,Gross_Price,Cash_Price
CATH/CANN ARTERY PERC,36620,$279.00 ,$139.50 
ARTERIAL LINE INSERTION PERCU,36620,$186.00 ,$93.00 
"PROC RM-INSERT NEEDLE, BONE C",36680,"$1,502.00 ",$751.00 
ARTERIO UPPER ARM VEIN TRANSP,36818,"$18,881.00 ","$9,440.50 "
PF ARTERIO UPR ARM VEIN TRANS,36818,"$2,226.00 ","$1,113.00 "
ARTERIOVENOUS ANASTOMOSIS OPE,36819,"$18,881.00 ","$9,440.50 "
PF OP A/V ANASTOMOSIS UPR ARM,36819,"$2,912.00 ","$1,456.00 "
AV ANASTOM OPN;FORARM VEIN,36820,"$18,881.00 ","$9,440.50 "
PF OP A/V ANASTOMOSIS FOREARM,36820,"$2,917.00 ","$1,458.50 "
ARTERY-VEIN FUSION,36821,"$6,173.00 ","$3,086.50 "
PF OP A/V ANASTOMOSIS ANY,36821,"$1,998.00 ",$999.00 
ARTERY-VEIN GRAFT,36830,"$8,621.00 ","$4,310.50 "
PF ARTERY-VEIN GRAFT,36830,"$2,586.00 ","$1,293.00 "
THRMBCTMY AVF DIALYSIS GRAFT,36831,"$10,278.00 ","$5,139.00 "
THRMBCTMY AVF DIALYSIS GRAFT,36831,"$2,081.00 ","$1,040.50 "
AV FISTULA REVISION,36832,"$18,881.00 ","$9,440.50 "
PF REPAIR A-V ANEURYSM,36832,"$2,302.00 ","$1,151.00 "
INS ENDOVAS VENA CAVA FILTR,37191,"$13,314.00 ","$6,657.00 "
PF REVISION MAJOR VEIN,37191,"$2,256.00 ","$1,128.00 "
LIGATION OF FISTULA,37607,"$4,115.00 ","$2,057.50 "
PF LIGATION FISTULA,37607,"$1,420.00 ",$710.00 
TEMPORAL ARTERY PROCEDURE,37609,"$2,564.00 ","$1,282.00 "
PF TEMPORAL ARTERY PROCEDURE,37609,$805.00 ,$402.50 
TEMPORAL ARTERY PROCEDURE,37609,$161.00 ,$80.50 
REVISE LEG VEIN,37700,"$8,604.00 ","$4,302.00 "
PF REVISE LEG VEIN,37700,"$1,014.00 ",$507.00 
LIG DIV&STRIPPING,37718,"$8,052.00 ","$4,026.00 "
PF LIG DIV&STRIP SHORT SAPHEN,37718,"$1,098.00 ",$549.00 
LIGATION VEINS BELOW KNEE,37722,"$6,785.00 ","$3,392.50 "
PF LIGATION SAPHENOUS VEIN,37722,"$1,519.00 ",$759.50 
REMOVAL OF LEG VEINS/LESION,37735,"$10,278.00 ","$5,139.00 "
REMOVAL OF LEG VEINS/LESION,37735,"$2,359.00 ","$1,179.50 "
LIG PRFRATR VEIN,37761,"$8,052.00 ","$4,026.00 "
PF LIG PERFORATR VEIN(S) 1 LE,37761,"$1,098.00 ",$549.00 
VEIN STABS 1-19,37765,"$4,115.00 ","$2,057.50 "
PF STAB PHLEB VARICOSE VEINS,37765,"$1,603.00 ",$801.50 
VEIN STABS OVER 20,37766,"$9,878.00 ","$4,939.00 "
VEIN STABS OVER 20,37766,"$1,870.00 ",$935.00 
LIGATE/DIVIDE/EXCISE VEIN 1LE,37785,"$10,873.00 ","$5,436.50 "
LIGATE/DIVIDE/EXCISE VEIN 1LE,37785,$904.00 ,$452.00 
UNLISTED VASC PROCEDURE,37799,"$2,101.00 ","$1,050.50 "
UNLISTED VASC PROCEDURE,37799,"$3,151.00 ","$1,575.50 "
VASCULAR SURGERY PROCEDURE,37799,"$11,456.00 ","$5,728.00 "
PF VASCULAR SURGERY PROCEDURE,37799,"$1,500.00 ",$750.00 
LAPAROSCOPY SPLENECTOMY,38120,"$32,103.00 ","$16,051.50 "
PF LAPAROSCOPY SPLENECTOMY,38120,"$3,525.00 ","$1,762.50 "
PF LAPAROSCOPY SPLENECTOMY,38120,$705.00 ,$352.50 
ANASTOMOSIS DIRECT ANY SITE,38220,"$5,934.00 ","$2,967.00 "
ANASTOMOSIS DIRECT ANY SITE,38220,$207.00 ,$103.50 
PF ASP BONE MARROW ONLY,38220,$837.00 ,$418.50 
BONE MARROW NDL BIOPSY,38221,"$6,195.00 ","$3,097.50 "
PF BONE MARROW NDL/TROCAR,38221,$652.00 ,$326.00 
PF BONE MARROW NDL/TROCAR,38221,$652.00 ,$326.00 
BONE MARROW; BIOPSY NEEDLE,38221,"$6,195.00 ","$3,097.50 "
PF BONE MARROW NDL/TROCAR,38221,$652.00 ,$326.00 
PF BONE MARROW NDL/TROCAR,38221,$264.00 ,$132.00 
BONE MARROW BIOPSY,38221,"$6,195.00 ","$3,097.50 "
BONE MARROW BIOPSY,38221,$652.00 ,$326.00 
DR LN ABSCESS/INFECT EXT,38305,"$5,696.00 ","$2,848.00 "
DR LN ABSCESS/INFECT EXT,38305,"$1,589.00 ",$794.50 
BX/RMV LYMPH NODE(S) OPN SUPR,38500,"$12,149.00 ","$6,074.50 "
PF OP BX/EXC LYMPH NOD SUPF,38500,$910.00 ,$455.00 
US LYMPH NODE NEEDLE BIOPSY-D,38505,"$2,404.00 ","$1,202.00 "
US LYMPH NODE NEEDLE BIOPSY-D,38505,$613.00 ,$306.50 
BX/RMV LYMPH OPN DEEP CERVICA,38510,"$5,179.00 ","$2,589.50 "
PF OP BX/EXC LYMPH DEEP CERV,38510,"$1,723.00 ",$861.50 
BX/RMV LYMPH OPN DEEP CERVICA,38510,$345.00 ,$172.50 
BX/RMV LYMPH OPN DEEP AXILLAR,38525,"$5,179.00 ","$2,589.50 "
PF OP BX/EXC LYMPH DEEP AXIL,38525,"$1,519.00 ",$759.50 
BX/RMV LYMPH OPN DEEP AXILLAR,38525,$304.00 ,$152.00 
BX/RMV LYMPH OPN INTER MAMMAR,38530,"$7,615.00 ","$3,807.50 "
PF OP BX/EXC LYMPH INT MAMM,38530,"$2,006.00 ","$1,003.00 "
OP BX/EXC LYMPH INT MAMM,38530,$401.00 ,$200.50 
OPEN BX/EXC INGUINOFEM NODES,38531,"$13,011.00 ","$6,505.50 "
OPEN BX/EXC INGUINOFEM NODES,38531,"$1,500.00 ",$750.00 
"EXPLORE DEEP NODE(S), NECK",38542,"$13,172.00 ","$6,586.00 "
"EXPLORE DEEP NODE(S), NECK",38542,"$1,767.00 ",$883.50 
STAGE LYMPHADENECT; RETROPERI,38564,"$3,100.00 ","$1,550.00 "
PF RMVL ABDOMEN LYMPH NODES,38564,"$2,460.00 ","$1,230.00 "
PF RMVL ABDOMEN LYMPH NODES,38564,$492.00 ,$246.00 
LAP SURG; W/RETRO LYMPH NOD,38570,"$12,654.00 ","$6,327.00 "
PF LAP SURG; W/RETRO LYMPH NO,38570,"$1,952.00 ",$976.00 
PF LAP SURG; W/RETRO LYMPH NO,38570,$390.00 ,$195.00 
REMOVAL LYMPH NODES NECK,38724,"$5,024.00 ","$2,512.00 "
PF REMOVAL LYMPH NODES NECK,38724,"$4,632.00 ","$2,316.00 "
REMOVE ARMPIT LYMPH NODES,38740,"$7,058.00 ","$3,529.00 "
PF REMOVE ARMPIT LYMPH NODES,38740,"$2,252.00 ","$1,126.00 "
REMOVE ARMPITS LYMPH NODES,38745,"$7,058.00 ","$3,529.00 "
PF REMOVE ARMPITS LYMPH NODES,38745,"$3,058.00 ","$1,529.00 "
REMOVE GROIN LYMPH NODES,38760,"$21,205.00 ","$10,602.50 "
PF REMOVE GROIN LYMPH NODES,38760,"$2,851.00 ","$1,425.50 "
REMOVE GROIN LYMPH NODES,38765,"$5,793.00 ","$2,896.50 "
PF REMOVE GROIN LYMPH NODES,38765,"$4,345.00 ","$2,172.50 "
IDENTIFY SENTINEL NODE,38792,"$1,525.00 ",$762.50 
PF IDENTIFY SENTINEL NODE,38792,$97.00 ,$48.50 
IDENTIFY SENTINEL NODE,38792,$19.00 ,$9.50 
INTROPERATIVE SENTINEL NODE,38900,$417.00 ,$208.50 
PF INTROPERATIVE SENTINEL NOD,38900,$313.00 ,$156.50 
BIOPSY OF LIP,40490,$250.00 ,$125.00 
BIOPSY OF LIP,40490,$952.00 ,$476.00 
PROC RM-COMPLEX REPAIR LIP >,40654,"$2,916.00 ","$1,458.00 "
DR ABSC CYST HEMAT-MOUTH; SIM,40800,$492.00 ,$246.00 
DR ABSC CYST HEMAT-MOUTH; SIM,40800,"$2,632.00 ","$1,316.00 "
DRAINAGE OF MOUTH LESION,40800,"$2,632.00 ","$1,316.00 "
PF DRAINAGE MOUTH LESION,40800,$492.00 ,$246.00 
DRAINAGE OF MOUTH LESION,40801,"$2,251.00 ","$1,125.50 "
PF DRAINAGE MOUTH LESION,40801,$784.00 ,$392.00 
REM FB EMBED MOUTH SMP,40804,"$3,285.00 ","$1,642.50 "
BIOPSY OF MOUTH LESION,40808,"$2,102.00 ","$1,051.00 "
PF BIOPSY MOUTH LESION,40808,$293.00 ,$146.50 
EXCISION MOUTH LESION W/O RPR,40810,"$9,626.00 ","$4,813.00 "
PF EXC MOUTH LESION W/O RPR,40810,$362.00 ,$181.00 
EXC LES MOUTH VESTIBULE W SIM,40812,$715.00 ,$357.50 
EXC LES MOUTH VESTIBULE W SIM,40812,"$10,105.00 ","$5,052.50 "
EXCISE/REPAIR MOUTH LESION,40812,"$10,105.00 ","$5,052.50 "
PF EXC MOUTH LESION W/ RPR,40812,$715.00 ,$357.50 
EXCSN OF FRENUM LABIAL OR BUC,40819,"$4,784.00 ","$2,392.00 "
EXCSN OF FRENUM LABIAL OR BUC,40819,$905.00 ,$452.50 
INTRAORAL INCISION,41005,$939.00 ,$469.50 
PF DRAINAGE MOUTH LESION,41005,$407.00 ,$203.50 
INTRAORAL INCISION&DRAINAGE A,41008,"$5,122.00 ","$2,561.00 "
PF DRAINAGE MOUTH LESION,41008,$981.00 ,$490.50 
I&D ABSC/CYS FOM; MSTC SPACE,41009,"$2,251.00 ","$1,125.50 "
I&D ABSC/CYS FOM; MSTC SPACE,41009,"$1,052.00 ",$526.00 
DRAINAGE OF MOUTH LESION,41016,"$8,252.00 ","$4,126.00 "
DRAINAGE OF MOUTH LESION,41016,"$1,313.00 ",$656.50 
DRAINAGE OF MOUTH LESION,41017,"$9,626.00 ","$4,813.00 "
PF DRAINAGE MOUTH LESION,41017,"$1,080.00 ",$540.00 
DRAINAGE MOUTH LESION,41017,$216.00 ,$108.00 
EO I&D ABSC/CYST FROM; SPACE,41018,"$5,910.00 ","$2,955.00 "
EO I&D ABSC/CYST FROM; SPACE,41018,"$1,476.00 ",$738.00 
BIOPSY OF TONGUE; ANTERIOR 2/,41100,$392.00 ,$196.00 
BIOPSY OF TONGUE; ANTERIOR 2/,41100,"$2,039.00 ","$1,019.50 "
BIOPSY OF TONGUE; ANTERIOR 2/,41100,$392.00 ,$196.00 
EXCISION TONGUE LESN W/O CLOS,41110,"$9,626.00 ","$4,813.00 "
PF EXC TONGUE LESN W/O CLOS,41110,$414.00 ,$207.00 
EXC TONGUE LESION W CL;ANT 2/,41112,$962.00 ,$481.00 
EXC TONGUE LESION W CL;ANT 2/,41112,"$5,762.00 ","$2,881.00 "
EXCISION OF TONGUE LESION,41112,"$7,858.00 ","$3,929.00 "
EXCISION OF TONGUE LESION,41112,$902.00 ,$451.00 
DRAIN ABSC/CYST DENTOALVLR,41800,$570.00 ,$285.00 
PF DR ABSC CYST HEMATOM-DENTO,41800,$570.00 ,$285.00 
DRAINAGE OF GUM LESION,41800,$570.00 ,$285.00 
PF DRAINAGE GUM LESION,41800,$570.00 ,$285.00 
DRAINAGE OF GUM LESION,41800,$114.00 ,$57.00 
EXC LES/TMR DNTOALVEOLA WO RP,41825,"$12,372.00 ","$6,186.00 "
EXC LES/TMR DNTOALVEOLA WO RP,41825,$442.00 ,$221.00 
REPAIR TOOTH SOCKET,41874,"$7,394.00 ","$3,697.00 "
REPAIR TOOTH SOCKET,41874,$960.00 ,$480.00 
UNLST PROC DENTOALV STRTCT,41899,$33.00 ,$16.50 
DENTAL SURGERY PROCEDURE,41899,"$4,155.00 ","$2,077.50 "
UNLST PROC DENTOALV STRTCT,41899,$165.00 ,$82.50 
UNLST PROC DENTOALV STRTCT,41899,$33.00 ,$16.50 
PROC RM-I&D PALATE OR UVULA,42000,"$1,431.00 ",$715.50 
EXCISION OF UVULA,42140,"$10,310.00 ","$5,155.00 "
PF EXCIS UVULA,42140,$569.00 ,$284.50 
REPAIR PALATE PHARYNX/UVULA,42145,"$19,087.00 ","$9,543.50 "
PF RPR PALATE PHARYNX/UVULA,42145,"$2,286.00 ","$1,143.00 "
DR ABSCSS;SUBMX/SUBLNG INTRAO,42310,"$2,251.00 ","$1,125.50 "
DR ABSCSS;SUBMX/SUBLNG INTRAO,42310,$492.00 ,$246.00 
BIOPSY SALIVARY GLAND; INCISI,42405,"$7,500.00 ","$3,750.00 "
PF BIOPSY SALIVARY GLAND,42405,$981.00 ,$490.50 
EXCISE PAROTID GLAND/LESION,42410,"$13,609.00 ","$6,804.50 "
PF EXCISE PAROTID GLAND/LESIO,42410,"$2,522.00 ","$1,261.00 "
EXCISE PAROTID GLAND/LESIO,42410,$504.00 ,$252.00 
EXCISE PAROTID GLAND/LESION,42415,"$19,939.00 ","$9,969.50 "
PF EXCISE PAROTID GLAND/LESIO,42415,"$4,257.00 ","$2,128.50 "
PF EXCISE PAROTID GLAND/LESIO,42415,$851.00 ,$425.50 
EXCISION SUBMAXILLARY GLAND,42440,"$15,821.00 ","$7,910.50 "
EXCISION SUBMAXILLARY GLAND,42440,"$1,484.00 ",$742.00 
EXCISION SUBMAXILLARY GLAND,42440,$297.00 ,$148.50 
SIALOGRAM PERFORM  LT,42550,$292.00 ,$146.00 
SIALOGRAM PERFORM  RT,42550,$292.00 ,$146.00 
SIALOGRAM PERFORM  LT,42550,$219.00 ,$109.50 
SIALOGRAM PERFORM  RT,42550,$219.00 ,$109.50 
UNLISTED SALIVARY GLND PRCDR,42699,"$1,282.00 ",$641.00 
UNLISTED SALIVARY GLND PRCDR,42699,$962.00 ,$481.00 
UNLISTED SALIVARY GLND PRCDR,42699,$192.00 ,$96.00 
DRAINAGE OF TONSIL ABSCESS,42700,$783.00 ,$391.50 
PF DRAINAGE TONSIL ABSCESS,42700,$522.00 ,$261.00 
I&D ABSC PERITONSILLAR,42700,$783.00 ,$391.50 
DRAINAGE OF TONSIL ABSCESS,42700,$820.00 ,$410.00 
PF DRAINAGE TONSIL ABSCESS,42700,$487.00 ,$243.50 
I&D ABSCS; RETROPHRYNGL; INTR,42720,"$10,310.00 ","$5,155.00 "
I&D ABSCS; RETROPHRYNGL; INTR,42720,"$1,353.00 ",$676.50 
I&D ABSCS; RTRPHRYNGL; EXTRNL,42725,"$20,442.00 ","$10,221.00 "
I&D ABSCS; RTRPHRYNGL; EXTRNL,42725,"$2,836.00 ","$1,418.00 "
BIOPSY OF THROAT,42800,$414.00 ,$207.00 
BIOPSY OF THROAT,42800,"$9,626.00 ","$4,813.00 "
BIOPSY OF THROAT,42800,"$3,154.00 ","$1,577.00 "
BIOPSY OF THROAT,42800,$414.00 ,$207.00 
BX; NASOPHARYNX UNKWN 1' LESI,42806,"$10,012.00 ","$5,006.00 "
BX; NASOPHARYNX UNKWN 1' LESI,42806,$480.00 ,$240.00 
REM FB PHARYNX,42809,$785.00 ,$392.50 
EXCISION EAR CYST,42810,"$1,094.00 ",$547.00 
EXCISION EAR CYST,42810,"$10,105.00 ","$5,052.50 "
EXCISION OF NECK CYST,42810,"$10,105.00 ","$5,052.50 "
EXCISION OF NECK CYST,42810,"$1,094.00 ",$547.00 
EXCISION OF NECK CYST,42815,"$18,092.00 ","$9,046.00 "
EXCISION OF NECK CYST,42815,"$2,057.00 ","$1,028.50 "
REMOVE TONSILS AND ADENOIDS,42821,"$10,310.00 ","$5,155.00 "
PF RMV TONSILS AND ADENOIDS>1,42821,"$1,056.00 ",$528.00 
REMOVAL OF TONSILS,42826,"$3,544.00 ","$1,772.00 "
PF REMOVAL OF TONSILS>12,42826,"$1,059.00 ",$529.50 
CONTROL THROAT BLEEDING,42960,"$2,086.00 ","$1,043.00 "
CONTROL THROAT BLEEDING,42960,$584.00 ,$292.00 
CONTROL THROAT BLEEDING,42962,"$12,732.00 ","$6,366.00 "
CONTROL THROAT BLEEDING,42962,"$1,816.00 ",$908.00 
UNLSTD PROC PHARYNX ADENOIDS,42999,"$1,088.00 ",$544.00 
UNLSTD PROC PHARYNX ADENOIDS,42999,$816.00 ,$408.00 
REMOVAL OF ESOPHAGUS POUCH,43130,"$11,612.00 ","$5,806.00 "
PF REMOVAL ESOPHAGUS POUCH,43130,"$3,006.00 ","$1,503.00 "
ESOPHGSCP RIG TRNSO REM FB,43194,"$6,854.00 ","$3,427.00 "
ESOPHGSCP RIG TRNSO REM FB,43194,$649.00 ,$324.50 
ESOPHAGUS ENDOSCOPY,43200,"$3,409.00 ","$1,704.50 "
PF ESOPHAGUS ENDOSCOPY DX,43200,$402.00 ,$201.00 
ESOPHAGUS ENDOSCOPY/LIGATION,43205,"$4,497.00 ","$2,248.50 "
ESOPHAGUS ENDOSCOPY/LIGATION,43205,$532.00 ,$266.00 
ESOPHAGOSCOPY FLX REMV FB,43215,"$6,560.00 ","$3,280.00 "
ESOPHAGOSCOPY FLX REMV FB,43215,$670.00 ,$335.00 
ESOPHAGUS ENDOSCOPY DILATION,43220,"$6,560.00 ","$3,280.00 "
PF ESOPHAGUS ENDO DILATION,43220,$452.00 ,$226.00 
UPPER GI ENDOSCOPY DIAGNOSTIC,43235,"$1,354.00 ",$677.00 
PF UGI ENDO DX,43235,$481.00 ,$240.50 
UPPER GI ENDOSCOPY DIAGNOSTIC,43235,"$1,354.00 ",$677.00 
PF UGI ENDO DX,43235,$481.00 ,$240.50 
UGI ENDO DX,43235,$481.00 ,$240.50 
UP GI ENDO ESOPH STOMCH;SU,43236,"$2,363.00 ","$1,181.50 "
PF UGI ENDO ESO/STOM W/SUBMUC,43236,$580.00 ,$290.00 
"UPPER GI ENDOSCOPY, BIOPSY",43239,"$1,354.00 ",$677.00 
"UPPER GI ENDOSCOPY, BIOPSY",43239,$568.00 ,$284.00 
UPPER GI ENDOSCOPY BIOPSY,43239,"$1,354.00 ",$677.00 
PF UGI ENDO BIOPSY,43239,$568.00 ,$284.00 
UPPER GI ENDOSCOPY & INJECT.,43243,"$2,363.00 ","$1,181.50 "
PF UGI ENDO INJECT SCLEROSIS,43243,$888.00 ,$444.00 
UPPER GI ENDOSCOPY/LIGATION,43244,"$6,399.00 ","$3,199.50 "
UPPER GI ENDOSCOPY/LIGATION,43244,$974.00 ,$487.00 
UPPER GI ENDOSCOPY/LIGATION,43244,"$6,399.00 ","$3,199.50 "
PF UPPER GI ENDOSCOPY/LIGATIO,43244,$974.00 ,$487.00 
UPPER GI ENDOSCOPY/LIGATION,43244,$974.00 ,$487.00 
OPERATIVE UPPER GI ENDOSCOPY,43245,"$2,363.00 ","$1,181.50 "
PF OPERATIVE UPPER GI ENDO,43245,$627.00 ,$313.50 
OPERATIVE UPPER GI ENDOSCOPY,43245,"$2,363.00 ","$1,181.50 "
OPERATIVE UPPER GI ENDOSCOPY,43245,$627.00 ,$313.50 
PF PLACE GASTROSTOMY TUBE,43246,$692.00 ,$346.00 
PLACE GASTROSTOMY TUBE,43246,"$2,363.00 ","$1,181.50 "
UGI ENDO W/PLCE GASTRO TUB,43246,"$2,363.00 ","$1,181.50 "
UGI ENDO W/PLCE GASTRO TUB,43246,$692.00 ,$346.00 
PLACE GASTROSTOMY TUBE(TR),43246,"$2,363.00 ","$1,181.50 "
PF UGI ENDO W/PLCE GASTRO TUB,43246,$692.00 ,$346.00 
EGD PLACE GASTROSTOMY TUBE,43246,$692.00 ,$346.00 
PF UGI ENDO W/PLCE GASTRO TUB,43246,$139.00 ,$69.50 
OPERATIVE UPPER GI ENDOSCOPY,43247,"$3,409.00 ","$1,704.50 "
OPERATIVE UPPER GI ENDOSCOPY,43247,"$3,409.00 ","$1,704.50 "
OPERATIVE UPPER GI ENDOSCOPY,43247,$666.00 ,$333.00 
OPERATIVE UPPER GI ENDOSCOPY,43247,"$3,409.00 ","$1,704.50 "
PF UGI ENDO ESO/STOM W/RMV FB,43247,$666.00 ,$333.00 
UPPER GI ENDOSCOPY/GUIDEWIRE,43248,"$1,354.00 ",$677.00 
PF UGI ENDO W/INSRT GUIDEWIRE,43248,$624.00 ,$312.00 
"ESOPHAGUS ENDOSCOPY,DILATION",43249,"$4,976.00 ","$2,488.00 "
"ESOPHAGUS ENDOSCOPY,DILATION",43249,$562.00 ,$281.00 
ESOPHAGUS ENDOSCOPY DILATION,43249,"$4,976.00 ","$2,488.00 "
"ESOPHAGUS ENDOSCOPY,DILATION",43249,$562.00 ,$281.00 
UPPER GI ENDOSCOPY/TUMOR,43250,"$6,399.00 ","$3,199.50 "
PF UGI ENDO/RMV TUMOR HOT BX,43250,$632.00 ,$316.00 
OPERATIVE UPPER GI ENDOSCOPY,43251,"$4,976.00 ","$2,488.00 "
PF UGI ENDO/RMV TUMOR SNARE,43251,$725.00 ,$362.50 
EGD ENDO MUCOSAL RESECTION,43254,"$6,560.00 ","$3,280.00 "
EGD ENDO MUCOSAL RESECTION,43254,$946.00 ,$473.00 
OPERATIVE UPPER GI ENDOSCOPY,43255,"$4,976.00 ","$2,488.00 "
OPERATIVE UPPER GI ENDOSCOPY,43255,$932.00 ,$466.00 
OPERATIVE UPPER GI ENDOSCOPY,43255,"$4,976.00 ","$2,488.00 "
PF UGI ENDO/CONTROL BLEEDING,43255,$932.00 ,$466.00 
OPERATIVE UPPER GI ENDOSCOPY,43255,$932.00 ,$466.00 
ERCP DIAGNOSTIC,43260,"$6,109.00 ","$3,054.50 "
PF ERCP DX,43260,"$1,159.00 ",$579.50 
ERCP W/BX 1/MLT,43261,"$6,864.00 ","$3,432.00 "
ERCP W/LITHOTRIPSY,43261,"$20,774.00 ","$10,387.00 "
"ENDOSCOPY,BILE DUCT/PANCREAS",43261,"$1,235.00 ",$617.50 
ERCP W/SPHNCTROTOMY,43262,"$12,607.00 ","$6,303.50 "
PF ERCP W/SPHINCTEROTOMY,43262,"$1,428.00 ",$714.00 
ERCP W/SPHINCTEROTOMY/PAPILLO,43262,"$12,607.00 ","$6,303.50 "
PF ERCP W/SPHINCTEROTOMY,43262,"$1,428.00 ",$714.00 
ERCP W/RMVL CALCULUS,43264,"$9,057.00 ","$4,528.50 "
PF ENDO BILE DUCT/PANCREAS,43264,"$1,706.00 ",$853.00 
ERCP W/RMVL CALCULUS,43264,"$9,057.00 ","$4,528.50 "
PF ENDO BILE DUCT/PANCREAS,43264,"$1,706.00 ",$853.00 
ERCP W/LITHOTRIPSY,43265,"$1,506.00 ",$753.00 
OPERATIVE UPPER GI ENDOSCOPY,43270,"$4,976.00 ","$2,488.00 "
PF UGI ENDO/ABLATE TUMOR,43270,$885.00 ,$442.50 
ENDOSCOPIC PANCREATOSCOPY,43273,"$7,437.00 ","$3,718.50 "
PF ENDOSCOPIC PANCREATOSCOPY,43273,$431.00 ,$215.50 
ENDOSCOPIC PANCREATOSCOPY,43273,"$7,437.00 ","$3,718.50 "
PF ENDOSCOPIC PANCREATOSCOPY,43273,$431.00 ,$215.50 
ENDO CHOLANGIOPANCREATOGRAPH,43274,"$8,582.00 ","$4,291.00 "
PF ENDO BILE DUCT/PANCREAS,43274,"$1,428.00 ",$714.00 
ERCP W/RMVL FB OR CHNG TUBE,43275,"$8,582.00 ","$4,291.00 "
PF ENDO BILE DUCT/PANCREAS,43275,"$1,571.00 ",$785.50 
ERCP W/RMVL FB OR CHNG TUBE,43275,"$8,582.00 ","$4,291.00 "
PF ENDO BILE DUCT/PANCREAS,43275,"$1,571.00 ",$785.50 
ERCP STENT EXCHNGE W/DILATE,43276,"$19,732.00 ","$9,866.00 "
ERCP STENT EXCHNGE W/DILATE,43276,"$1,681.00 ",$840.50 
ERCP W/BALO DILAT AMPULLA BIL,43277,"$8,582.00 ","$4,291.00 "
PF ENDO BILE DUCT/PANCREAS,43277,"$1,425.00 ",$712.50 
ERCP W/DILATION DUCT(S),43277,"$8,582.00 ","$4,291.00 "
PF ENDO BILE DUCT/PANCREAS,43277,"$1,425.00 ",$712.50 
LAP MYOTOMY HELLER,43279,"$3,173.00 ","$1,586.50 "
PF LAP MYOTOMY HELLER,43279,"$2,582.00 ","$1,291.00 "
LAP SURG-ESOPHAGOGASTRIC F,43280,"$33,399.00 ","$16,699.50 "
PF LAP SURG-ESOPHAGOGASTRIC F,43280,"$3,626.00 ","$1,813.00 "
PF LAP SURG-ESOPHAGOGASTRIC F,43280,$725.00 ,$362.50 
LAP REPAIR ESOP HERNIA,43281,"$21,543.00 ","$10,771.50 "
PF LAP REPAIR ESOP HERNIA,43281,"$5,247.00 ","$2,623.50 "
PF LAP REPAIR ESOP HERNIA,43281,"$1,049.00 ",$524.50 
TRANSAB ESOPH HIAT HERN RPR,43332,"$5,181.00 ","$2,590.50 "
TRANSAB ESOPH HIAT HERN RPR,43332,"$3,886.00 ","$1,943.00 "
DILATE ESOPHAGUS,43450,"$3,285.00 ","$1,642.50 "
PF DILATE ESOPHAGUS UNGUIDED,43450,$278.00 ,$139.00 
GASTROTOMY; W EXPLR OR FB REM,43500,"$3,524.00 ","$1,762.00 "
GASTROTOMY; W EXPLR OR FB REM,43500,"$2,643.00 ","$1,321.50 "
EXCISION OF STOMACH LESION,43610,"$4,370.00 ","$2,185.00 "
EXCISION OF STOMACH LESION,43610,"$3,277.00 ","$1,638.50 "
REMOVAL OF STOMACH,43621,"$9,715.00 ","$4,857.50 "
PF REMOVAL STOMACH,43621,"$6,108.00 ","$3,054.00 "
PF REMOVAL STOMACH,43621,"$1,222.00 ",$611.00 
GASTRECTMY PART DISTAL,43632,"$8,823.00 ","$4,411.50 "
PF REMOVAL STOMACH PARTIAL,43632,"$4,509.00 ","$2,254.50 "
GASTRECTMY PART DIST W/ROUX-E,43633,"$8,211.00 ","$4,105.50 "
PF RMV STOMACH PART W/ROUX-EN,43633,"$4,606.00 ","$2,303.00 "
PF RMV STOMACH PART W/ROUX-EN,43633,$921.00 ,$460.50 
LAP GASTR BYPASS INCL SMLL I,43645,"$8,153.00 ","$4,076.50 "
LAP GASTR BYPASS INCL SMLL I,43645,"$6,115.00 ","$3,057.50 "
LAP GASTR BYPASS INCL SMLL I,43645,"$1,223.00 ",$611.50 
LAP SURG; GASTROS W/O TUBE,43653,"$12,654.00 ","$6,327.00 "
PF LAP SURG; GASTROS W/O TUBE,43653,"$1,717.00 ",$858.50 
CHG TUBE GASTROSTOMY,43762,$516.00 ,$258.00 
RPLC GTUBE NO REVJ TRC,43762,"$1,069.00 ",$534.50 
RPLC GTUBE NO REVJ TRC,43762,$615.00 ,$307.50 
LAP RMVL GASTR ADJ ALL P,43774,"$4,179.00 ","$2,089.50 "
PF LAP RMVL GASTR ADJ ALL PRT,43774,"$2,367.00 ","$1,183.50 "
GASTROSTOMY OP; WO GSTRC TUBE,43830,"$6,560.00 ","$3,280.00 "
GASTROSTOMY OP; WO GSTRC TUBE,43830,"$2,361.00 ","$1,180.50 "
GSTROSTOMY OP;W GSTRC TUBE CR,43832,"$4,586.00 ","$2,293.00 "
GSTROSTOMY OP;W GSTRC TUBE CR,43832,"$3,440.00 ","$1,720.00 "
REPAIR OF STOMACH LESION,43840,"$5,825.00 ","$2,912.50 "
PF REPAIR STOMACH LESION,43840,"$3,176.00 ","$1,588.00 "
PF REPAIR STOMACH LESION,43840,$635.00 ,$317.50 
FREEING OF BOWEL ADHESIO,44005,"$4,736.00 ","$2,368.00 "
PF FREEING BOWEL ADHESION,44005,"$3,303.00 ","$1,651.50 "
INS CATH JEJUNOST ENTERAL ALI,44015,$615.00 ,$307.50 
PF INSRT NDL/CATH BOWEL,44015,$494.00 ,$247.00 
PF INSRT NDL/CATH BOWEL,44015,$99.00 ,$49.50 
